,gene_name,ID,event
2065,CCDC170,EE87811,GAIN
2066,CCDC171,EE87811,GAIN
2067,CCDC172,EE87811,GAIN
2068,CCDC174,EE87811,GAIN
2069,CCDC175,EE87811,HETD
2070,CCDC177,EE87811,GAIN
2071,CCDC178,EE87811,GAIN
2072,CCDC18,EE87811,GAIN
2073,CCDC180,EE87811,GAIN
2074,CCDC181,EE87811,HETD
2075,CCDC183,EE87811,GAIN
2076,CCDC184,EE87811,GAIN
2077,CCDC185,EE87811,HETD
2078,CCDC186,EE87811,GAIN
2079,CCDC187,EE87811,GAIN
2080,CCDC190,EE87811,HETD
2081,CCDC191,EE87811,GAIN
2082,CCDC192,EE87811,GAIN
2083,CCDC196,EE87811,GAIN
2084,CCDC197,EE87811,GAIN
2085,CCDC198,EE87811,HETD
2086,CCDC200,EE87811,GAIN
2087,CCDC22,EE87811,HETD
2088,CCDC24,EE87811,GAIN
2089,CCDC25,EE87811,GAIN
2090,CCDC27,EE87811,GAIN
2091,CCDC28A,EE87811,GAIN
2092,CCDC28B,EE87811,GAIN
2093,CCDC3,EE87811,GAIN
2094,CCDC30,EE87811,GAIN
2095,CCDC32,EE87811,GAIN
2096,CCDC33,EE87811,GAIN
2097,CCDC34,EE87811,GAIN
2098,CCDC38,EE87811,GAIN
2099,CCDC39,EE87811,HETD
2100,CCDC40,EE87811,GAIN
2101,CCDC42,EE87811,GAIN
2102,CCDC43,EE87811,GAIN
2103,CCDC47,EE87811,HETD
2104,CCDC50,EE87811,HETD
2105,CCDC51,EE87811,GAIN
2106,CCDC54,EE87811,GAIN
2107,CCDC57,EE87811,GAIN
2108,CCDC59,EE87811,GAIN
2109,CCDC6,EE87811,HETD
2110,CCDC60,EE87811,GAIN
2111,CCDC61,EE87811,GAIN
2112,CCDC62,EE87811,GAIN
2113,CCDC63,EE87811,GAIN
2114,CCDC65,EE87811,GAIN
2115,CCDC66,EE87811,GAIN
2116,CCDC68,EE87811,GAIN
2117,CCDC69,EE87811,GAIN
2118,CCDC7,EE87811,GAIN
2119,CCDC70,EE87811,GAIN
2120,CCDC71,EE87811,HETD
2121,CCDC71L,EE87811,GAIN
2122,CCDC73,EE87811,GAIN
2123,CCDC74A,EE87811,GAIN
2124,CCDC74B,EE87811,GAIN
2125,CCDC77,EE87811,HETD
2126,CCDC78,EE87811,HETD
2127,CCDC8,EE87811,GAIN
2128,CCDC80,EE87811,GAIN
2129,CCDC81,EE87811,GAIN
2130,CCDC82,EE87811,GAIN
2131,CCDC83,EE87811,GAIN
2132,CCDC85A,EE87811,GAIN
2133,CCDC85B,EE87811,GAIN
2134,CCDC86,EE87811,HETD
2135,CCDC87,EE87811,GAIN
2136,CCDC88A,EE87811,GAIN
2137,CCDC88B,EE87811,GAIN
2138,CCDC88C,EE87811,GAIN
2139,CCDC89,EE87811,GAIN
2140,CCDC9,EE87811,GAIN
2141,CCDC90B,EE87811,GAIN
2142,CCDC91,EE87811,GAIN
2143,CCDC92,EE87811,GAIN
2144,CCDC93,EE87811,GAIN
2145,CCDC96,EE87811,GAIN
2146,CCDC97,EE87811,GAIN
2147,CCDC9B,EE87811,GAIN
2148,CCER1,EE87811,GAIN
2149,CCHCR1,EE87811,GAIN
2150,CCIN,EE87811,GAIN
2151,CCL1,EE87811,GAIN
2152,CCL11,EE87811,GAIN
2153,CCL13,EE87811,GAIN
2154,CCL14,EE87811,GAIN
2155,CCL15,EE87811,GAIN
2156,CCL16,EE87811,GAIN
2157,CCL17,EE87811,HETD
2158,CCL18,EE87811,GAIN
2159,CCL19,EE87811,GAIN
2160,CCL2,EE87811,GAIN
2161,CCL20,EE87811,HETD
2162,CCL21,EE87811,GAIN
2163,CCL22,EE87811,HETD
2164,CCL23,EE87811,GAIN
2165,CCL24,EE87811,GAIN
2166,CCL25,EE87811,GAIN
2167,CCL26,EE87811,GAIN
2168,CCL27,EE87811,GAIN
2169,CCL28,EE87811,GAIN
2170,CCL3,EE87811,GAIN
2171,CCL3L1,EE87811,GAIN
2172,CCL3L3,EE87811,GAIN
2173,CCL4,EE87811,GAIN
2174,CCL5,EE87811,GAIN
2175,CCL7,EE87811,GAIN
2176,CCL8,EE87811,GAIN
2177,CCM2,EE87811,GAIN
2178,CCM2L,EE87811,GAIN
2179,CCN1,EE87811,GAIN
2180,CCN2,EE87811,GAIN
2181,CCN3,EE87811,GAIN
2182,CCN4,EE87811,GAIN
2183,CCN5,EE87811,GAIN
2184,CCN6,EE87811,GAIN
2185,CCNA1,EE87811,GAIN
2186,CCNA2,EE87811,GAIN
2187,CCNB1,EE87811,GAIN
2188,CCNB1IP1,EE87811,GAIN
2189,CCNB2,EE87811,HETD
2190,CCNB3,EE87811,GAIN
2191,CCNC,EE87811,GAIN
2192,CCND1,EE87811,GAIN
2193,CCNDBP1,EE87811,GAIN
2194,CCNE1,EE87811,GAIN
2195,CCNE2,EE87811,GAIN
2196,CCNF,EE87811,HETD
2197,CCNG1,EE87811,HETD
2198,CCNH,EE87811,GAIN
2199,CCNI,EE87811,GAIN
2200,CCNI2,EE87811,GAIN
2201,CCNJ,EE87811,GAIN
2202,CCNJL,EE87811,HETD
2203,CCNK,EE87811,GAIN
2204,CCNL1,EE87811,HETD
2205,CCNL2,EE87811,GAIN
2206,CCNO,EE87811,GAIN
2207,CCNP,EE87811,GAIN
2208,CCNQ,EE87811,GAIN
2209,CCNT1,EE87811,GAIN
2210,CCNY,EE87811,GAIN
2211,CCNYL1,EE87811,HETD
2212,CCP110,EE87811,GAIN
2213,CCPG1,EE87811,GAIN
2214,CCR1,EE87811,GAIN
2215,CCR10,EE87811,GAIN
2216,CCR2,EE87811,GAIN
2217,CCR3,EE87811,GAIN
2218,CCR4,EE87811,GAIN
2219,CCR5,EE87811,GAIN
2220,CCR6,EE87811,HETD
2221,CCR7,EE87811,GAIN
2222,CCR8,EE87811,GAIN
2223,CCR9,EE87811,GAIN
2224,CCRL2,EE87811,GAIN
2225,CCSAP,EE87811,HETD
2226,CCSER1,EE87811,GAIN
2227,CCSER2,EE87811,GAIN
2228,CCT2,EE87811,GAIN
2229,CCT3,EE87811,HETD
2230,CCT4,EE87811,HETD
2231,CCT5,EE87811,GAIN
2232,CCT6A,EE87811,GAIN
2233,CCT6B,EE87811,GAIN
2234,CCT7,EE87811,GAIN
2235,CCT8,EE87811,GAIN
2236,CCT8L2,EE87811,GAIN
2237,CCZ1,EE87811,GAIN
2238,CCZ1B,EE87811,GAIN
2239,CD101,EE87811,GAIN
2240,CD109,EE87811,GAIN
2241,CD151,EE87811,HETD
2242,CD160,EE87811,GAIN
2243,CD163,EE87811,GAIN
2244,CD163L1,EE87811,GAIN
2245,CD164,EE87811,GAIN
2246,CD177,EE87811,GAIN
2247,CD180,EE87811,GAIN
2248,CD1A,EE87811,HETD
2249,CD1B,EE87811,HETD
2250,CD1C,EE87811,HETD
2251,CD2,EE87811,GAIN
2252,CD200,EE87811,GAIN
2253,CD200R1,EE87811,GAIN
2254,CD200R1L,EE87811,GAIN
2255,CD207,EE87811,GAIN
2256,CD209,EE87811,GAIN
2257,CD22,EE87811,GAIN
2258,CD226,EE87811,GAIN
2259,CD24,EE87811,GAIN
2260,CD244,EE87811,HETD
2261,CD247,EE87811,HETD
2262,CD248,EE87811,GAIN
2263,CD27,EE87811,GAIN
2264,CD274,EE87811,GAIN
2265,CD276,EE87811,GAIN
2266,CD2AP,EE87811,GAIN
2267,CD2BP2,EE87811,GAIN
2268,CD300A,EE87811,GAIN
2269,CD300C,EE87811,GAIN
2270,CD300E,EE87811,GAIN
2271,CD300LB,EE87811,GAIN
2272,CD300LD,EE87811,GAIN
2273,CD300LF,EE87811,GAIN
2274,CD300LG,EE87811,GAIN
2275,CD302,EE87811,HETD
2276,CD320,EE87811,GAIN
2277,CD33,EE87811,GAIN
2278,CD36,EE87811,GAIN
2279,CD37,EE87811,HETD
2280,CD3D,EE87811,GAIN
2281,CD3E,EE87811,GAIN
2282,CD3G,EE87811,GAIN
2283,CD40,EE87811,GAIN
2284,CD40LG,EE87811,GAIN
2285,CD44,EE87811,GAIN
2286,CD46,EE87811,HETD
2287,CD47,EE87811,GAIN
2288,CD48,EE87811,HETD
2289,CD5,EE87811,HETD
2290,CD52,EE87811,GAIN
2291,CD53,EE87811,GAIN
2292,CD55,EE87811,HETD
2293,CD58,EE87811,GAIN
2294,CD59,EE87811,GAIN
2295,CD5L,EE87811,HETD
2296,CD6,EE87811,HETD
2297,CD63,EE87811,GAIN
2298,CD68,EE87811,GAIN
2299,CD69,EE87811,GAIN
2300,CD7,EE87811,GAIN
2301,CD70,EE87811,GAIN
2302,CD72,EE87811,GAIN
2303,CD74,EE87811,GAIN
2304,CD79A,EE87811,GAIN
2305,CD79B,EE87811,HETD
2306,CD80,EE87811,GAIN
2307,CD81,EE87811,HETD
2308,CD82,EE87811,GAIN
2309,CD83,EE87811,GAIN
2310,CD84,EE87811,HETD
2311,CD86,EE87811,GAIN
2312,CD8A,EE87811,GAIN
2313,CD8B,EE87811,GAIN
2314,CD8B2,EE87811,GAIN
2315,CD9,EE87811,GAIN
2316,CD93,EE87811,GAIN
2317,CD96,EE87811,GAIN
2318,CD99,EE87811,HETD
2319,CD99L2,EE87811,GAIN
2320,CDA,EE87811,GAIN
2321,CDADC1,EE87811,HETD
2322,CDAN1,EE87811,GAIN
2323,CDC123,EE87811,GAIN
2324,CDC14A,EE87811,GAIN
2325,CDC14B,EE87811,GAIN
2326,CDC14C,EE87811,GAIN
2327,CDC16,EE87811,GAIN
2328,CDC20,EE87811,GAIN
2329,CDC20B,EE87811,GAIN
2330,CDC23,EE87811,GAIN
2331,CDC25C,EE87811,GAIN
2332,CDC26,EE87811,GAIN
2333,CDC27,EE87811,GAIN
2334,CDC34,EE87811,HETD
2335,CDC37,EE87811,GAIN
2336,CDC37L1,EE87811,GAIN
2337,CDC40,EE87811,GAIN
2338,CDC42,EE87811,GAIN
2339,CDC42BPA,EE87811,HETD
2340,CDC42BPB,EE87811,GAIN
2341,CDC42BPG,EE87811,GAIN
2342,CDC42EP1,EE87811,HETD
2343,CDC42EP2,EE87811,GAIN
2344,CDC42EP3,EE87811,HETD
2345,CDC42EP4,EE87811,GAIN
2346,CDC42EP5,EE87811,GAIN
2347,CDC42SE1,EE87811,GAIN
2348,CDC42SE2,EE87811,GAIN
2349,CDC45,EE87811,GAIN
2350,CDC5L,EE87811,GAIN
2351,CDC6,EE87811,GAIN
2352,CDC7,EE87811,GAIN
2353,CDC73,EE87811,HETD
2354,CDCA2,EE87811,GAIN
2355,CDCA3,EE87811,GAIN
2356,CDCA4,EE87811,GAIN
2357,CDCA7,EE87811,HETD
2358,CDCA7L,EE87811,GAIN
2359,CDCA8,EE87811,HETD
2360,CDCP1,EE87811,GAIN
2361,CDH1,EE87811,GAIN
2362,CDH11,EE87811,GAIN
2363,CDH12,EE87811,GAIN
2364,CDH13,EE87811,GAIN
2365,CDH15,EE87811,HETD
2366,CDH17,EE87811,GAIN
2367,CDH18,EE87811,GAIN
2368,CDH19,EE87811,GAIN
2369,CDH2,EE87811,GAIN
2370,CDH20,EE87811,HETD
2371,CDH22,EE87811,GAIN
2372,CDH23,EE87811,GAIN
2373,CDH24,EE87811,GAIN
2374,CDH26,EE87811,HETD
2375,CDH3,EE87811,GAIN
2376,CDH4,EE87811,HETD
2377,CDH5,EE87811,GAIN
2378,CDHR1,EE87811,GAIN
2379,CDHR2,EE87811,HETD
2380,CDHR3,EE87811,GAIN
2381,CDHR4,EE87811,HETD
2382,CDHR5,EE87811,HETD
2383,CDIN1,EE87811,GAIN
2384,CDIP1,EE87811,GAIN
2385,CDIPT,EE87811,GAIN
2386,CDK1,EE87811,HETD
2387,CDK10,EE87811,HETD
2388,CDK11A,EE87811,GAIN
2389,CDK11B,EE87811,GAIN
2390,CDK12,EE87811,GAIN
2391,CDK13,EE87811,GAIN
2392,CDK14,EE87811,GAIN
2393,CDK15,EE87811,HETD
2394,CDK16,EE87811,GAIN
2395,CDK17,EE87811,GAIN
2396,CDK18,EE87811,HETD
2397,CDK19,EE87811,GAIN
2398,CDK20,EE87811,GAIN
2399,CDK2AP1,EE87811,GAIN
2400,CDK2AP2,EE87811,GAIN
2401,CDK4,EE87811,HETD
2402,CDK5,EE87811,GAIN
2403,CDK5R1,EE87811,GAIN
2404,CDK5R2,EE87811,HETD
2405,CDK5RAP1,EE87811,GAIN
2406,CDK5RAP2,EE87811,HETD
2407,CDK5RAP3,EE87811,GAIN
2408,CDK6,EE87811,HETD
2409,CDK7,EE87811,GAIN
2410,CDK8,EE87811,GAIN
2411,CDK9,EE87811,GAIN
2412,CDKAL1,EE87811,GAIN
2413,CDKL1,EE87811,GAIN
2414,CDKL2,EE87811,GAIN
2415,CDKL3,EE87811,GAIN
2416,CDKL5,EE87811,GAIN
2417,CDKN1A,EE87811,GAIN
2418,CDKN1B,EE87811,GAIN
2419,CDKN1C,EE87811,HETD
2420,CDKN2A,EE87811,GAIN
2421,CDKN2AIP,EE87811,HETD
2422,CDKN2AIPNL,EE87811,GAIN
2423,CDKN2B,EE87811,GAIN
2424,CDKN2C,EE87811,GAIN
2425,CDKN2D,EE87811,GAIN
2426,CDKN3,EE87811,GAIN
2427,CDNF,EE87811,GAIN
2428,CDON,EE87811,GAIN
2429,CDPF1,EE87811,GAIN
2430,CDR2,EE87811,GAIN
2431,CDR2L,EE87811,GAIN
2432,CDRT4,EE87811,GAIN
2433,CDSN,EE87811,GAIN
2434,CDT1,EE87811,GAIN
2435,CDV3,EE87811,GAIN
2436,CDX2,EE87811,GAIN
2437,CDY1,EE87811,GAIN
2438,CDY2A,EE87811,GAIN
2439,CDY2B,EE87811,GAIN
2440,CDYL,EE87811,GAIN
2441,CDYL2,EE87811,GAIN
2442,CEACAM1,EE87811,GAIN
2443,CEACAM16,EE87811,GAIN
2444,CEACAM19,EE87811,GAIN
2445,CEACAM20,EE87811,GAIN
2446,CEACAM21,EE87811,GAIN
2447,CEACAM3,EE87811,GAIN
2448,CEACAM4,EE87811,GAIN
2449,CEACAM5,EE87811,GAIN
2450,CEACAM6,EE87811,GAIN
2451,CEACAM7,EE87811,GAIN
2452,CEACAM8,EE87811,GAIN
2453,CEBPA,EE87811,GAIN
2454,CEBPB,EE87811,GAIN
2455,CEBPD,EE87811,GAIN
2456,CEBPE,EE87811,GAIN
2457,CEBPG,EE87811,GAIN
2458,CEBPZ,EE87811,HETD
2459,CEBPZOS,EE87811,HETD
2460,CECR2,EE87811,GAIN
2461,CEL,EE87811,GAIN
2462,CELA1,EE87811,GAIN
2463,CELA2A,EE87811,GAIN
2464,CELA2B,EE87811,GAIN
2465,CELA3A,EE87811,GAIN
2466,CELA3B,EE87811,GAIN
2467,CELF1,EE87811,GAIN
2468,CELF2,EE87811,GAIN
2469,CELF3,EE87811,GAIN
2470,CELF4,EE87811,HETD
2471,CELF5,EE87811,GAIN
2472,CELF6,EE87811,GAIN
2473,CELSR1,EE87811,GAIN
2474,CELSR2,EE87811,GAIN
2475,CELSR3,EE87811,GAIN
2476,CEMIP,EE87811,GAIN
2477,CEMIP2,EE87811,GAIN
2478,CEMP1,EE87811,HETD
2479,CENATAC,EE87811,GAIN
2480,CEND1,EE87811,HETD
2481,CENPA,EE87811,GAIN
2482,CENPC,EE87811,GAIN
2483,CENPE,EE87811,GAIN
2484,CENPF,EE87811,HETD
2485,CENPI,EE87811,GAIN
2486,CENPJ,EE87811,GAIN
2487,CENPK,EE87811,GAIN
2488,CENPL,EE87811,HETD
2489,CENPM,EE87811,GAIN
2490,CENPN,EE87811,GAIN
2491,CENPO,EE87811,GAIN
2492,CENPP,EE87811,HETD
2493,CENPQ,EE87811,HETD
2494,CENPS,EE87811,GAIN
2495,CENPS-CORT,EE87811,GAIN
2496,CENPT,EE87811,GAIN
2497,CENPU,EE87811,HETD
2498,CENPV,EE87811,GAIN
2499,CENPVL1,EE87811,GAIN
2500,CENPVL2,EE87811,GAIN
2501,CENPVL3,EE87811,GAIN
2502,CENPW,EE87811,GAIN
2503,CENPX,EE87811,GAIN
2504,CEP104,EE87811,GAIN
2505,CEP112,EE87811,GAIN
2506,CEP120,EE87811,GAIN
2507,CEP126,EE87811,GAIN
2508,CEP128,EE87811,GAIN
2509,CEP131,EE87811,GAIN
2510,CEP135,EE87811,GAIN
2511,CEP152,EE87811,GAIN
2512,CEP162,EE87811,GAIN
2513,CEP164,EE87811,GAIN
2514,CEP170,EE87811,HETD
2515,CEP170B,EE87811,GAIN
2516,CEP19,EE87811,HETD
2517,CEP192,EE87811,GAIN
2518,CEP20,EE87811,GAIN
2519,CEP250,EE87811,GAIN
2520,CEP290,EE87811,GAIN
2521,CEP295,EE87811,GAIN
2522,CEP295NL,EE87811,GAIN
2523,CEP350,EE87811,HETD
2524,CEP41,EE87811,GAIN
2525,CEP43,EE87811,HETD
2526,CEP44,EE87811,HETD
2527,CEP55,EE87811,GAIN
2528,CEP57,EE87811,GAIN
2529,CEP57L1,EE87811,GAIN
2530,CEP63,EE87811,GAIN
2531,CEP68,EE87811,GAIN
2532,CEP70,EE87811,GAIN
2533,CEP72,EE87811,HETD
2534,CEP76,EE87811,GAIN
2535,CEP78,EE87811,GAIN
2536,CEP83,EE87811,GAIN
2537,CEP85,EE87811,GAIN
2538,CEP85L,EE87811,GAIN
2539,CEP89,EE87811,GAIN
2540,CEP95,EE87811,GAIN
2541,CEP97,EE87811,GAIN
2542,CER1,EE87811,GAIN
2543,CERCAM,EE87811,GAIN
2544,CERK,EE87811,GAIN
2545,CERKL,EE87811,HETD
2546,CERS1,EE87811,GAIN
2547,CERS2,EE87811,GAIN
2548,CERS3,EE87811,GAIN
2549,CERS4,EE87811,GAIN
2550,CERS5,EE87811,GAIN
2551,CERS6,EE87811,HETD
2552,CERT1,EE87811,GAIN
2553,CES1,EE87811,GAIN
2554,CES2,EE87811,GAIN
2555,CES3,EE87811,GAIN
2556,CES4A,EE87811,GAIN
2557,CES5A,EE87811,GAIN
2558,CETN1,EE87811,HETD
2559,CETN2,EE87811,GAIN
2560,CETN3,EE87811,GAIN
2561,CETP,EE87811,GAIN
2562,CFAP100,EE87811,GAIN
2563,CFAP107,EE87811,GAIN
2564,CFAP119,EE87811,GAIN
2565,CFAP126,EE87811,HETD
2566,CFAP141,EE87811,HETD
2567,CFAP157,EE87811,GAIN
2568,CFAP161,EE87811,GAIN
2569,CFAP20,EE87811,HETD
2570,CFAP206,EE87811,GAIN
2571,CFAP20DC,EE87811,HETD
2572,CFAP210,EE87811,HETD
2573,CFAP221,EE87811,GAIN
2574,CFAP251,EE87811,GAIN
2575,CFAP276,EE87811,GAIN
2576,CFAP298,EE87811,GAIN
2577,CFAP298-TCP10L,EE87811,GAIN
2578,CFAP299,EE87811,GAIN
2579,CFAP300,EE87811,GAIN
2580,CFAP36,EE87811,GAIN
2581,CFAP410,EE87811,GAIN
2582,CFAP418,EE87811,GAIN
2583,CFAP43,EE87811,GAIN
2584,CFAP44,EE87811,GAIN
2585,CFAP45,EE87811,HETD
2586,CFAP46,EE87811,GAIN
2587,CFAP47,EE87811,GAIN
2588,CFAP52,EE87811,GAIN
2589,CFAP53,EE87811,GAIN
2590,CFAP54,EE87811,GAIN
2591,CFAP57,EE87811,GAIN
2592,CFAP58,EE87811,GAIN
2593,CFAP61,EE87811,GAIN
2594,CFAP65,EE87811,HETD
2595,CFAP69,EE87811,GAIN
2596,CFAP70,EE87811,GAIN
2597,CFAP73,EE87811,GAIN
2598,CFAP74,EE87811,GAIN
2599,CFAP77,EE87811,GAIN
2600,CFAP91,EE87811,GAIN
2601,CFAP92,EE87811,GAIN
2602,CFAP95,EE87811,GAIN
2603,CFAP97,EE87811,HETD
2604,CFAP97D1,EE87811,GAIN
2605,CFB,EE87811,GAIN
2606,CFC1,EE87811,GAIN
2607,CFD,EE87811,HETD
2608,CFDP1,EE87811,GAIN
2609,CFH,EE87811,HETD
2610,CFHR1,EE87811,HETD
2611,CFHR2,EE87811,HETD
2612,CFHR3,EE87811,HETD
2613,CFHR4,EE87811,HETD
2614,CFHR5,EE87811,HETD
2615,CFI,EE87811,GAIN
2616,CFL1,EE87811,GAIN
2617,CFL2,EE87811,GAIN
2618,CFLAR,EE87811,HETD
2619,CFP,EE87811,GAIN
2620,CFTR,EE87811,GAIN
2621,CGA,EE87811,GAIN
2622,CGAS,EE87811,GAIN
2623,CGB3,EE87811,HETD
2624,CGB5,EE87811,HETD
2625,CGB7,EE87811,HETD
2626,CGGBP1,EE87811,GAIN
2627,CGN,EE87811,GAIN
2628,CGNL1,EE87811,HETD
2629,CGREF1,EE87811,GAIN
2630,CGRRF1,EE87811,GAIN
2631,CHAC1,EE87811,GAIN
2632,CHAC2,EE87811,GAIN
2633,CHAD,EE87811,GAIN
2634,CHADL,EE87811,GAIN
2635,CHAF1A,EE87811,GAIN
2636,CHAF1B,EE87811,GAIN
2637,CHAMP1,EE87811,GAIN
2638,CHCHD1,EE87811,GAIN
2639,CHCHD10,EE87811,GAIN
2640,CHCHD2,EE87811,GAIN
2641,CHCHD3,EE87811,GAIN
2642,CHCHD4,EE87811,GAIN
2643,CHCHD5,EE87811,GAIN
2644,CHCHD6,EE87811,GAIN
2645,CHCHD7,EE87811,GAIN
2646,CHD1L,EE87811,GAIN
2647,CHD2,EE87811,HETD
2648,CHD3,EE87811,GAIN
2649,CHD4,EE87811,GAIN
2650,CHD6,EE87811,GAIN
2651,CHD7,EE87811,HETD
2652,CHD8,EE87811,GAIN
2653,CHD9,EE87811,GAIN
2654,CHEK1,EE87811,GAIN
2655,CHEK2,EE87811,GAIN
2656,CHERP,EE87811,GAIN
2657,CHFR,EE87811,GAIN
2658,CHGA,EE87811,HETD
2659,CHGB,EE87811,GAIN
2660,CHI3L1,EE87811,HETD
2661,CHI3L2,EE87811,GAIN
2662,CHIA,EE87811,GAIN
2663,CHIC1,EE87811,GAIN
2664,CHIC2,EE87811,GAIN
2665,CHID1,EE87811,HETD
2666,CHIT1,EE87811,HETD
2667,CHKA,EE87811,GAIN
2668,CHKB,EE87811,GAIN
2669,CHL1,EE87811,HETD
2670,CHM,EE87811,GAIN
2671,CHML,EE87811,HETD
2672,CHMP1A,EE87811,HETD
2673,CHMP1B,EE87811,GAIN
2674,CHMP2A,EE87811,HETD
2675,CHMP2B,EE87811,GAIN
2676,CHMP3,EE87811,GAIN
2677,CHMP4A,EE87811,GAIN
2678,CHMP4B,EE87811,GAIN
2679,CHMP4C,EE87811,GAIN
2680,CHMP5,EE87811,GAIN
2681,CHMP6,EE87811,GAIN
2682,CHMP7,EE87811,GAIN
2683,CHN1,EE87811,HETD
2684,CHN2,EE87811,GAIN
2685,CHODL,EE87811,GAIN
2686,CHORDC1,EE87811,GAIN
2687,CHP1,EE87811,GAIN
2688,CHPF,EE87811,HETD
2689,CHPF2,EE87811,GAIN
2690,CHPT1,EE87811,GAIN
2691,CHRAC1,EE87811,GAIN
2692,CHRDL1,EE87811,GAIN
2693,CHRDL2,EE87811,GAIN
2694,CHRFAM7A,EE87811,GAIN
2695,CHRNA1,EE87811,HETD
2696,CHRNA4,EE87811,HETD
2697,CHRNA9,EE87811,GAIN
2698,CHRNB1,EE87811,GAIN
2699,CHRND,EE87811,HETD
2700,CHRNE,EE87811,GAIN
2701,CHRNG,EE87811,HETD
2702,CHST1,EE87811,GAIN
2703,CHST10,EE87811,GAIN
2704,CHST11,EE87811,GAIN
2705,CHST12,EE87811,HETD
2706,CHST13,EE87811,GAIN
2707,CHST14,EE87811,GAIN
2708,CHST15,EE87811,GAIN
2709,CHST2,EE87811,GAIN
2710,CHST3,EE87811,GAIN
2711,CHST4,EE87811,GAIN
2712,CHST5,EE87811,GAIN
2713,CHST6,EE87811,GAIN
2714,CHST7,EE87811,GAIN
2715,CHST8,EE87811,GAIN
2716,CHST9,EE87811,GAIN
2717,CHSY1,EE87811,GAIN
2718,CHSY3,EE87811,GAIN
2719,CHTF18,EE87811,HETD
2720,CHTF8,EE87811,GAIN
2721,CHTOP,EE87811,GAIN
2722,CHUK,EE87811,GAIN
2723,CHURC1,EE87811,GAIN
2724,CIAO1,EE87811,GAIN
2725,CIAO2A,EE87811,GAIN
2726,CIAO2B,EE87811,GAIN
2727,CIAO3,EE87811,HETD
2728,CIAPIN1,EE87811,HETD
2729,CIART,EE87811,GAIN
2730,CIB1,EE87811,GAIN
2731,CIB2,EE87811,GAIN
2732,CIB3,EE87811,GAIN
2733,CIBAR1,EE87811,GAIN
2734,CIBAR2,EE87811,GAIN
2735,CIC,EE87811,GAIN
2736,CIDEA,EE87811,GAIN
2737,CIDEC,EE87811,GAIN
2738,CIITA,EE87811,GAIN
2739,CILK1,EE87811,GAIN
2740,CILP,EE87811,GAIN
2741,CILP2,EE87811,GAIN
2742,CINP,EE87811,GAIN
2743,CIP2A,EE87811,GAIN
2744,CIPC,EE87811,GAIN
2745,CIR1,EE87811,HETD
2746,CIRBP,EE87811,GAIN
2747,CIROP,EE87811,GAIN
2748,CISD1,EE87811,HETD
2749,CISD2,EE87811,GAIN
2750,CISD3,EE87811,GAIN
2751,CISH,EE87811,GAIN
2752,CIT,EE87811,GAIN
2753,CITED1,EE87811,GAIN
2754,CITED2,EE87811,GAIN
2755,CIZ1,EE87811,GAIN
2756,CKAP2,EE87811,GAIN
2757,CKAP2L,EE87811,GAIN
2758,CKAP4,EE87811,GAIN
2759,CKAP5,EE87811,GAIN
2760,CKB,EE87811,GAIN
2761,CKLF,EE87811,GAIN
2762,CKM,EE87811,GAIN
2763,CKMT1A,EE87811,GAIN
2764,CKMT1B,EE87811,GAIN
2765,CKMT2,EE87811,GAIN
2766,CKS1B,EE87811,HETD
2767,CLASP1,EE87811,GAIN
2768,CLASP2,EE87811,GAIN
2769,CLASRP,EE87811,GAIN
2770,CLBA1,EE87811,GAIN
2771,CLC,EE87811,GAIN
2772,CLCA1,EE87811,GAIN
2773,CLCA2,EE87811,GAIN
2774,CLCA4,EE87811,GAIN
2775,CLCC1,EE87811,GAIN
2776,CLCF1,EE87811,GAIN
2777,CLCN1,EE87811,GAIN
2778,CLCN2,EE87811,HETD
2779,CLCN3,EE87811,HETD
2780,CLCN4,EE87811,GAIN
2781,CLCN5,EE87811,HETD
2782,CLCN6,EE87811,GAIN
2783,CLCN7,EE87811,GAIN
2784,CLCNKA,EE87811,GAIN
2785,CLCNKB,EE87811,GAIN
2786,CLDN1,EE87811,HETD
2787,CLDN10,EE87811,GAIN
2788,CLDN11,EE87811,HETD
2789,CLDN14,EE87811,GAIN
2790,CLDN16,EE87811,HETD
2791,CLDN17,EE87811,GAIN
2792,CLDN18,EE87811,GAIN
2793,CLDN22,EE87811,HETD
2794,CLDN23,EE87811,GAIN
2795,CLDN24,EE87811,HETD
2796,CLDN3,EE87811,GAIN
2797,CLDN4,EE87811,GAIN
2798,CLDN5,EE87811,GAIN
2799,CLDN7,EE87811,GAIN
2800,CLDND1,EE87811,GAIN
2801,CLDND2,EE87811,GAIN
2802,CLEC10A,EE87811,GAIN
2803,CLEC11A,EE87811,GAIN
2804,CLEC12A,EE87811,GAIN
2805,CLEC14A,EE87811,GAIN
2806,CLEC16A,EE87811,GAIN
2807,CLEC17A,EE87811,GAIN
2808,CLEC18A,EE87811,GAIN
2809,CLEC18B,EE87811,GAIN
2810,CLEC18C,EE87811,GAIN
2811,CLEC1A,EE87811,GAIN
2812,CLEC1B,EE87811,GAIN
2813,CLEC20A,EE87811,HETD
2814,CLEC2A,EE87811,GAIN
2815,CLEC2B,EE87811,GAIN
2816,CLEC2D,EE87811,GAIN
2817,CLEC2L,EE87811,GAIN
2818,CLEC3A,EE87811,GAIN
2819,CLEC3B,EE87811,GAIN
2820,CLEC4A,EE87811,GAIN
2821,CLEC4C,EE87811,GAIN
