,gene_name,ID,event
28468,RBMS2,EE87812,GAIN
28469,RBMX,EE87812,GAIN
28470,RBMX2,EE87812,GAIN
28471,RBMXL1,EE87812,GAIN
28472,RBMXL2,EE87812,GAIN
28473,RBMXL3,EE87812,HETD
28474,RBMY1A1,EE87812,GAIN
28475,RBMY1F,EE87812,GAIN
28476,RBP1,EE87812,GAIN
28477,RBP2,EE87812,GAIN
28478,RBP3,EE87812,GAIN
28479,RBP5,EE87812,GAIN
28480,RBP7,EE87812,GAIN
28481,RBPJ,EE87812,GAIN
28482,RBPJL,EE87812,GAIN
28483,RBPMS,EE87812,GAIN
28484,RBSN,EE87812,GAIN
28485,RBX1,EE87812,GAIN
28486,RC3H1,EE87812,HETD
28487,RC3H2,EE87812,GAIN
28488,RCAN1,EE87812,GAIN
28489,RCAN2,EE87812,GAIN
28490,RCAN3,EE87812,GAIN
28491,RCBTB1,EE87812,HETD
28492,RCBTB2,EE87812,GAIN
28493,RCC1,EE87812,GAIN
28494,RCC1L,EE87812,GAIN
28495,RCC2,EE87812,GAIN
28496,RCCD1,EE87812,GAIN
28497,RCE1,EE87812,GAIN
28498,RCHY1,EE87812,GAIN
28499,RCL1,EE87812,GAIN
28500,RCN1,EE87812,GAIN
28501,RCN2,EE87812,GAIN
28502,RCN3,EE87812,HETD
28503,RCOR1,EE87812,GAIN
28504,RCOR3,EE87812,HETD
28505,RCSD1,EE87812,HETD
28506,RCVRN,EE87812,GAIN
28507,RD3,EE87812,HETD
28508,RD3L,EE87812,GAIN
28509,RDH10,EE87812,GAIN
28510,RDH11,EE87812,GAIN
28511,RDH12,EE87812,GAIN
28512,RDH13,EE87812,GAIN
28513,RDH14,EE87812,GAIN
28514,RDH16,EE87812,GAIN
28515,RDH5,EE87812,GAIN
28516,RDH8,EE87812,GAIN
28517,RDM1,EE87812,GAIN
28518,RDX,EE87812,GAIN
28519,REC114,EE87812,GAIN
28520,REC8,EE87812,GAIN
28521,RECK,EE87812,GAIN
28522,RECQL,EE87812,GAIN
28523,RECQL4,EE87812,GAIN
28524,RECQL5,EE87812,GAIN
28525,REEP1,EE87812,GAIN
28526,REEP2,EE87812,GAIN
28527,REEP3,EE87812,HETD
28528,REEP4,EE87812,GAIN
28529,REEP5,EE87812,GAIN
28530,REEP6,EE87812,GAIN
28531,REG1A,EE87812,GAIN
28532,REG1B,EE87812,GAIN
28533,REG3A,EE87812,GAIN
28534,REG3G,EE87812,GAIN
28535,REG4,EE87812,GAIN
28536,REL,EE87812,HETD
28537,RELA,EE87812,GAIN
28538,RELB,EE87812,GAIN
28539,RELCH,EE87812,HETD
28540,RELL2,EE87812,GAIN
28541,RELN,EE87812,GAIN
28542,RELT,EE87812,GAIN
28543,REM1,EE87812,GAIN
28544,REM2,EE87812,GAIN
28545,RENBP,EE87812,GAIN
28546,REP15,EE87812,GAIN
28547,REPIN1,EE87812,GAIN
28548,REPS2,EE87812,GAIN
28549,RERE,EE87812,GAIN
28550,RERG,EE87812,GAIN
28551,RERGL,EE87812,GAIN
28552,RESF1,EE87812,GAIN
28553,REST,EE87812,GAIN
28554,RET,EE87812,GAIN
28555,RETN,EE87812,GAIN
28556,RETNLB,EE87812,GAIN
28557,RETREG1,EE87812,GAIN
28558,RETREG2,EE87812,HETD
28559,RETREG3,EE87812,GAIN
28560,RETSAT,EE87812,GAIN
28561,REV1,EE87812,GAIN
28562,REV3L,EE87812,GAIN
28563,REX1BD,EE87812,GAIN
28564,REXO1,EE87812,GAIN
28565,REXO2,EE87812,GAIN
28566,REXO4,EE87812,GAIN
28567,REXO5,EE87812,GAIN
28568,RFC1,EE87812,GAIN
28569,RFC2,EE87812,GAIN
28570,RFC3,EE87812,GAIN
28571,RFC4,EE87812,HETD
28572,RFC5,EE87812,GAIN
28573,RFFL,EE87812,GAIN
28574,RFK,EE87812,GAIN
28575,RFLNA,EE87812,GAIN
28576,RFLNB,EE87812,HETD
28577,RFPL1,EE87812,GAIN
28578,RFPL2,EE87812,GAIN
28579,RFPL3,EE87812,GAIN
28580,RFPL4A,EE87812,GAIN
28581,RFPL4AL1,EE87812,GAIN
28582,RFPL4B,EE87812,GAIN
28583,RFT1,EE87812,GAIN
28584,RFTN1,EE87812,GAIN
28585,RFTN2,EE87812,HETD
28586,RFWD3,EE87812,GAIN
28587,RFX1,EE87812,GAIN
28588,RFX2,EE87812,GAIN
28589,RFX6,EE87812,GAIN
28590,RFX7,EE87812,GAIN
28591,RFX8,EE87812,GAIN
28592,RFXANK,EE87812,GAIN
28593,RGCC,EE87812,GAIN
28594,RGL1,EE87812,HETD
28595,RGL2,EE87812,GAIN
28596,RGL3,EE87812,GAIN
28597,RGL4,EE87812,GAIN
28598,RGMA,EE87812,GAIN
28599,RGMB,EE87812,GAIN
28600,RGN,EE87812,GAIN
28601,RGP1,EE87812,GAIN
28602,RGPD1,EE87812,GAIN
28603,RGPD2,EE87812,GAIN
28604,RGPD3,EE87812,GAIN
28605,RGPD4,EE87812,GAIN
28606,RGPD5,EE87812,GAIN
28607,RGPD6,EE87812,GAIN
28608,RGPD8,EE87812,GAIN
28609,RGR,EE87812,GAIN
28610,RGS1,EE87812,HETD
28611,RGS16,EE87812,HETD
28612,RGS17,EE87812,GAIN
28613,RGS18,EE87812,HETD
28614,RGS19,EE87812,GAIN
28615,RGS2,EE87812,HETD
28616,RGS20,EE87812,GAIN
28617,RGS22,EE87812,GAIN
28618,RGS3,EE87812,GAIN
28619,RGS4,EE87812,HETD
28620,RGS5,EE87812,HETD
28621,RGS7BP,EE87812,GAIN
28622,RGS8,EE87812,HETD
28623,RGS9,EE87812,GAIN
28624,RGS9BP,EE87812,GAIN
28625,RGSL1,EE87812,HETD
28626,RHAG,EE87812,HETD
28627,RHBDD1,EE87812,HETD
28628,RHBDD2,EE87812,GAIN
28629,RHBDD3,EE87812,GAIN
28630,RHBDF1,EE87812,HETD
28631,RHBDF2,EE87812,GAIN
28632,RHBDL1,EE87812,HETD
28633,RHBDL2,EE87812,GAIN
28634,RHBDL3,EE87812,GAIN
28635,RHBG,EE87812,HETD
28636,RHCE,EE87812,GAIN
28637,RHCG,EE87812,HETD
28638,RHD,EE87812,GAIN
28639,RHEB,EE87812,GAIN
28640,RHEBL1,EE87812,HETD
28641,RHEX,EE87812,HETD
28642,RHNO1,EE87812,HETD
28643,RHO,EE87812,GAIN
28644,RHOA,EE87812,HETD
28645,RHOB,EE87812,GAIN
28646,RHOBTB1,EE87812,HETD
28647,RHOBTB2,EE87812,GAIN
28648,RHOBTB3,EE87812,GAIN
28649,RHOC,EE87812,GAIN
28650,RHOD,EE87812,GAIN
28651,RHOF,EE87812,GAIN
28652,RHOG,EE87812,GAIN
28653,RHOH,EE87812,GAIN
28654,RHOJ,EE87812,HETD
28655,RHOQ,EE87812,GAIN
28656,RHOT1,EE87812,GAIN
28657,RHOT2,EE87812,HETD
28658,RHOU,EE87812,HETD
28659,RHOV,EE87812,GAIN
28660,RHOXF1,EE87812,HETD
28661,RHOXF2,EE87812,HETD
28662,RHPN1,EE87812,GAIN
28663,RIBC1,EE87812,GAIN
28664,RIBC2,EE87812,GAIN
28665,RIC1,EE87812,GAIN
28666,RIC3,EE87812,GAIN
28667,RIC8A,EE87812,HETD
28668,RIC8B,EE87812,GAIN
28669,RICTOR,EE87812,GAIN
28670,RIDA,EE87812,GAIN
28671,RIF1,EE87812,GAIN
28672,RIIAD1,EE87812,GAIN
28673,RILP,EE87812,GAIN
28674,RILPL1,EE87812,GAIN
28675,RILPL2,EE87812,GAIN
28676,RIMBP2,EE87812,GAIN
28677,RIMBP3,EE87812,GAIN
28678,RIMKLA,EE87812,GAIN
28679,RIMKLB,EE87812,GAIN
28680,RIMOC1,EE87812,GAIN
28681,RIMS1,EE87812,GAIN
28682,RIMS2,EE87812,GAIN
28683,RIMS3,EE87812,GAIN
28684,RIMS4,EE87812,GAIN
28685,RIN2,EE87812,GAIN
28686,RIN3,EE87812,HETD
28687,RING1,EE87812,GAIN
28688,RINL,EE87812,GAIN
28689,RINT1,EE87812,GAIN
28690,RIOK1,EE87812,GAIN
28691,RIOK2,EE87812,GAIN
28692,RIOK3,EE87812,GAIN
28693,RIOX1,EE87812,GAIN
28694,RIOX2,EE87812,GAIN
28695,RIPK1,EE87812,GAIN
28696,RIPK2,EE87812,HETD
28697,RIPK3,EE87812,GAIN
28698,RIPK4,EE87812,GAIN
28699,RIPOR1,EE87812,GAIN
28700,RIPOR2,EE87812,GAIN
28701,RIPOR3,EE87812,GAIN
28702,RIPPLY2,EE87812,GAIN
28703,RIPPLY3,EE87812,HETD
28704,RIT1,EE87812,GAIN
28705,RIT2,EE87812,GAIN
28706,RITA1,EE87812,GAIN
28707,RLBP1,EE87812,HETD
28708,RLF,EE87812,GAIN
28709,RLIM,EE87812,GAIN
28710,RLN1,EE87812,GAIN
28711,RLN2,EE87812,GAIN
28712,RLN3,EE87812,GAIN
28713,RMC1,EE87812,GAIN
28714,RMDN1,EE87812,GAIN
28715,RMDN2,EE87812,HETD
28716,RMDN3,EE87812,GAIN
28717,RMI1,EE87812,GAIN
28718,RMI2,EE87812,GAIN
28719,RMND1,EE87812,GAIN
28720,RMND5A,EE87812,GAIN
28721,RMND5B,EE87812,HETD
28722,RNASE1,EE87812,GAIN
28723,RNASE10,EE87812,GAIN
28724,RNASE11,EE87812,GAIN
28725,RNASE12,EE87812,GAIN
28726,RNASE13,EE87812,GAIN
28727,RNASE2,EE87812,GAIN
28728,RNASE3,EE87812,GAIN
28729,RNASE4,EE87812,GAIN
28730,RNASE6,EE87812,GAIN
28731,RNASE7,EE87812,GAIN
28732,RNASE8,EE87812,GAIN
28733,RNASE9,EE87812,GAIN
28734,RNASEH2A,EE87812,GAIN
28735,RNASEH2B,EE87812,GAIN
28736,RNASEH2C,EE87812,GAIN
28737,RNASEK,EE87812,GAIN
28738,RNASEL,EE87812,HETD
28739,RNASET2,EE87812,HETD
28740,RND1,EE87812,GAIN
28741,RND2,EE87812,GAIN
28742,RND3,EE87812,GAIN
28743,RNF10,EE87812,HETD
28744,RNF103,EE87812,GAIN
28745,RNF103-CHMP3,EE87812,GAIN
28746,RNF11,EE87812,GAIN
28747,RNF111,EE87812,HETD
28748,RNF112,EE87812,GAIN
28749,RNF113A,EE87812,GAIN
28750,RNF113B,EE87812,GAIN
28751,RNF114,EE87812,HETD
28752,RNF115,EE87812,GAIN
28753,RNF121,EE87812,GAIN
28754,RNF122,EE87812,GAIN
28755,RNF123,EE87812,HETD
28756,RNF125,EE87812,GAIN
28757,RNF126,EE87812,HETD
28758,RNF128,EE87812,GAIN
28759,RNF13,EE87812,GAIN
28760,RNF130,EE87812,HETD
28761,RNF135,EE87812,GAIN
28762,RNF138,EE87812,GAIN
28763,RNF139,EE87812,GAIN
28764,RNF14,EE87812,GAIN
28765,RNF141,EE87812,GAIN
28766,RNF144A,EE87812,GAIN
28767,RNF144B,EE87812,GAIN
28768,RNF145,EE87812,HETD
28769,RNF146,EE87812,GAIN
28770,RNF148,EE87812,GAIN
28771,RNF149,EE87812,GAIN
28772,RNF150,EE87812,GAIN
28773,RNF152,EE87812,HETD
28774,RNF157,EE87812,GAIN
28775,RNF165,EE87812,GAIN
28776,RNF166,EE87812,GAIN
28777,RNF167,EE87812,GAIN
28778,RNF168,EE87812,HETD
28779,RNF169,EE87812,GAIN
28780,RNF17,EE87812,GAIN
28781,RNF170,EE87812,GAIN
28782,RNF175,EE87812,GAIN
28783,RNF181,EE87812,GAIN
28784,RNF182,EE87812,GAIN
28785,RNF183,EE87812,GAIN
28786,RNF185,EE87812,GAIN
28787,RNF186,EE87812,GAIN
28788,RNF187,EE87812,HETD
28789,RNF19A,EE87812,GAIN
28790,RNF19B,EE87812,GAIN
28791,RNF2,EE87812,HETD
28792,RNF20,EE87812,GAIN
28793,RNF207,EE87812,GAIN
28794,RNF208,EE87812,GAIN
28795,RNF212,EE87812,GAIN
28796,RNF212B,EE87812,GAIN
28797,RNF213,EE87812,GAIN
28798,RNF214,EE87812,GAIN
28799,RNF216,EE87812,GAIN
28800,RNF217,EE87812,GAIN
28801,RNF220,EE87812,GAIN
28802,RNF227,EE87812,GAIN
28803,RNF24,EE87812,GAIN
28804,RNF25,EE87812,HETD
28805,RNF26,EE87812,GAIN
28806,RNF31,EE87812,GAIN
28807,RNF32,EE87812,HETD
28808,RNF34,EE87812,GAIN
28809,RNF39,EE87812,GAIN
28810,RNF4,EE87812,HETD
28811,RNF40,EE87812,GAIN
28812,RNF41,EE87812,GAIN
28813,RNF43,EE87812,HETD
28814,RNF44,EE87812,HETD
28815,RNF5,EE87812,GAIN
28816,RNF6,EE87812,GAIN
28817,RNF7,EE87812,GAIN
28818,RNF8,EE87812,HETD
28819,RNFT1,EE87812,HETD
28820,RNFT2,EE87812,GAIN
28821,RNGTT,EE87812,GAIN
28822,RNH1,EE87812,HETD
28823,RNLS,EE87812,GAIN
28824,RNMT,EE87812,GAIN
28825,RNPC3,EE87812,GAIN
28826,RNPEP,EE87812,HETD
28827,RO60,EE87812,HETD
28828,ROBO1,EE87812,GAIN
28829,ROBO2,EE87812,GAIN
28830,ROBO3,EE87812,GAIN
28831,ROBO4,EE87812,GAIN
28832,ROCK1,EE87812,GAIN
28833,ROGDI,EE87812,GAIN
28834,ROM1,EE87812,HETD
28835,ROMO1,EE87812,GAIN
28836,ROPN1,EE87812,GAIN
28837,ROPN1L,EE87812,GAIN
28838,ROR1,EE87812,HETD
28839,ROR2,EE87812,GAIN
28840,RORA,EE87812,HETD
28841,RORB,EE87812,GAIN
28842,RORC,EE87812,GAIN
28843,ROS1,EE87812,GAIN
28844,RP1,EE87812,GAIN
28845,RP1L1,EE87812,GAIN
28846,RP2,EE87812,GAIN
28847,RP9,EE87812,GAIN
28848,RPA1,EE87812,GAIN
28849,RPA3,EE87812,GAIN
28850,RPA4,EE87812,GAIN
28851,RPAIN,EE87812,GAIN
28852,RPAP1,EE87812,GAIN
28853,RPAP2,EE87812,HETD
28854,RPAP3,EE87812,GAIN
28855,RPE65,EE87812,GAIN
28856,RPF1,EE87812,GAIN
28857,RPF2,EE87812,GAIN
28858,RPGR,EE87812,GAIN
28859,RPGRIP1,EE87812,GAIN
28860,RPGRIP1L,EE87812,GAIN
28861,RPH3A,EE87812,GAIN
28862,RPH3AL,EE87812,HETD
28863,RPL10,EE87812,HETD
28864,RPL10A,EE87812,GAIN
28865,RPL11,EE87812,GAIN
28866,RPL12,EE87812,GAIN
28867,RPL13,EE87812,HETD
28868,RPL13A,EE87812,HETD
28869,RPL14,EE87812,GAIN
28870,RPL15,EE87812,GAIN
28871,RPL17,EE87812,HETD
28872,RPL18,EE87812,GAIN
28873,RPL18A,EE87812,GAIN
28874,RPL19,EE87812,GAIN
28875,RPL21,EE87812,GAIN
28876,RPL22,EE87812,GAIN
28877,RPL23,EE87812,GAIN
28878,RPL23A,EE87812,GAIN
28879,RPL24,EE87812,GAIN
28880,RPL26,EE87812,GAIN
28881,RPL26L1,EE87812,HETD
28882,RPL27,EE87812,GAIN
28883,RPL27A,EE87812,GAIN
28884,RPL28,EE87812,GAIN
28885,RPL29,EE87812,GAIN
28886,RPL3,EE87812,GAIN
28887,RPL30,EE87812,GAIN
28888,RPL31,EE87812,GAIN
28889,RPL32,EE87812,GAIN
28890,RPL34,EE87812,GAIN
28891,RPL35,EE87812,GAIN
28892,RPL35A,EE87812,HETD
28893,RPL36,EE87812,GAIN
28894,RPL36A,EE87812,GAIN
28895,RPL36AL,EE87812,HETD
28896,RPL37,EE87812,GAIN
28897,RPL37A,EE87812,HETD
28898,RPL38,EE87812,GAIN
28899,RPL39,EE87812,GAIN
28900,RPL39L,EE87812,HETD
28901,RPL4,EE87812,GAIN
28902,RPL41,EE87812,GAIN
28903,RPL5,EE87812,HETD
28904,RPL6,EE87812,GAIN
28905,RPL7,EE87812,GAIN
28906,RPL7A,EE87812,GAIN
28907,RPL7L1,EE87812,GAIN
28908,RPL8,EE87812,GAIN
28909,RPL9,EE87812,GAIN
28910,RPLP0,EE87812,HETD
28911,RPLP1,EE87812,GAIN
28912,RPLP2,EE87812,HETD
28913,RPN1,EE87812,GAIN
28914,RPN2,EE87812,HETD
28915,RPP14,EE87812,HETD
28916,RPP21,EE87812,GAIN
28917,RPP25,EE87812,GAIN
28918,RPP25L,EE87812,GAIN
28919,RPP30,EE87812,GAIN
28920,RPP40,EE87812,GAIN
28921,RPRD1A,EE87812,GAIN
28922,RPRD1B,EE87812,GAIN
28923,RPRD2,EE87812,GAIN
28924,RPRM,EE87812,GAIN
28925,RPRML,EE87812,GAIN
28926,RPS10,EE87812,GAIN
28927,RPS11,EE87812,HETD
28928,RPS12,EE87812,GAIN
28929,RPS13,EE87812,GAIN
28930,RPS14,EE87812,GAIN
28931,RPS15,EE87812,GAIN
28932,RPS15A,EE87812,GAIN
28933,RPS16,EE87812,GAIN
28934,RPS17,EE87812,GAIN
28935,RPS18,EE87812,GAIN
28936,RPS19,EE87812,GAIN
28937,RPS19BP1,EE87812,GAIN
28938,RPS2,EE87812,GAIN
28939,RPS20,EE87812,GAIN
28940,RPS21,EE87812,HETD
28941,RPS23,EE87812,GAIN
28942,RPS24,EE87812,GAIN
28943,RPS25,EE87812,GAIN
28944,RPS26,EE87812,GAIN
28945,RPS27,EE87812,GAIN
28946,RPS27A,EE87812,GAIN
28947,RPS28,EE87812,GAIN
28948,RPS29,EE87812,HETD
28949,RPS3,EE87812,GAIN
28950,RPS3A,EE87812,GAIN
28951,RPS4X,EE87812,GAIN
28952,RPS4Y1,EE87812,HETD
28953,RPS4Y2,EE87812,GAIN
28954,RPS5,EE87812,HETD
28955,RPS6,EE87812,GAIN
28956,RPS6KA1,EE87812,GAIN
28957,RPS6KA2,EE87812,HETD
28958,RPS6KA3,EE87812,GAIN
28959,RPS6KA4,EE87812,GAIN
28960,RPS6KA5,EE87812,GAIN
28961,RPS6KA6,EE87812,GAIN
28962,RPS6KB1,EE87812,HETD
28963,RPS6KB2,EE87812,GAIN
28964,RPS6KC1,EE87812,HETD
28965,RPS6KL1,EE87812,GAIN
28966,RPS7,EE87812,GAIN
28967,RPS8,EE87812,GAIN
28968,RPS9,EE87812,GAIN
28969,RPSA,EE87812,GAIN
28970,RPTN,EE87812,GAIN
28971,RPTOR,EE87812,GAIN
28972,RPUSD1,EE87812,HETD
28973,RPUSD2,EE87812,GAIN
28974,RPUSD3,EE87812,GAIN
28975,RPUSD4,EE87812,GAIN
28976,RRAD,EE87812,GAIN
28977,RRAGA,EE87812,GAIN
28978,RRAGC,EE87812,GAIN
28979,RRAGD,EE87812,HETD
28980,RRAS,EE87812,HETD
28981,RRAS2,EE87812,GAIN
28982,RRBP1,EE87812,GAIN
28983,RREB1,EE87812,GAIN
28984,RRH,EE87812,GAIN
28985,RRM2,EE87812,GAIN
28986,RRM2B,EE87812,GAIN
28987,RRN3,EE87812,GAIN
28988,RRP1,EE87812,GAIN
28989,RRP12,EE87812,GAIN
28990,RRP15,EE87812,HETD
28991,RRP1B,EE87812,GAIN
28992,RRP36,EE87812,GAIN
28993,RRP7A,EE87812,GAIN
28994,RRP8,EE87812,GAIN
28995,RRP9,EE87812,GAIN
28996,RRS1,EE87812,GAIN
28997,RS1,EE87812,GAIN
28998,RSAD1,EE87812,GAIN
28999,RSAD2,EE87812,GAIN
29000,RSBN1,EE87812,GAIN
29001,RSBN1L,EE87812,GAIN
29002,RSC1A1,EE87812,GAIN
29003,RSF1,EE87812,GAIN
29004,RSKR,EE87812,GAIN
29005,RSL1D1,EE87812,GAIN
29006,RSL24D1,EE87812,GAIN
29007,RSPH1,EE87812,GAIN
29008,RSPH14,EE87812,GAIN
29009,RSPH3,EE87812,HETD
29010,RSPH4A,EE87812,GAIN
29011,RSPH6A,EE87812,GAIN
29012,RSPH9,EE87812,GAIN
29013,RSPO1,EE87812,HETD
29014,RSPO2,EE87812,GAIN
29015,RSPO3,EE87812,GAIN
29016,RSPO4,EE87812,HETD
29017,RSPRY1,EE87812,HETD
29018,RSRC1,EE87812,HETD
29019,RSRC2,EE87812,GAIN
29020,RSRP1,EE87812,GAIN
29021,RSU1,EE87812,GAIN
29022,RTBDN,EE87812,GAIN
29023,RTCA,EE87812,GAIN
29024,RTCB,EE87812,GAIN
29025,RTEL1,EE87812,HETD
29026,RTF1,EE87812,GAIN
29027,RTF2,EE87812,GAIN
29028,RTKN,EE87812,GAIN
29029,RTKN2,EE87812,HETD
29030,RTL1,EE87812,GAIN
29031,RTL10,EE87812,GAIN
29032,RTL3,EE87812,GAIN
29033,RTL4,EE87812,GAIN
29034,RTL5,EE87812,GAIN
29035,RTL6,EE87812,GAIN
29036,RTL8A,EE87812,HETD
29037,RTL8B,EE87812,HETD
29038,RTL8C,EE87812,HETD
29039,RTL9,EE87812,GAIN
29040,RTN1,EE87812,HETD
29041,RTN2,EE87812,GAIN
29042,RTN3,EE87812,HETD
29043,RTN4,EE87812,GAIN
29044,RTN4IP1,EE87812,GAIN
29045,RTN4R,EE87812,GAIN
29046,RTN4RL1,EE87812,GAIN
29047,RTN4RL2,EE87812,HETD
29048,RTP1,EE87812,HETD
29049,RTP2,EE87812,HETD
29050,RTP3,EE87812,GAIN
29051,RTP4,EE87812,HETD
29052,RTP5,EE87812,HETD
29053,RTRAF,EE87812,GAIN
29054,RTTN,EE87812,GAIN
29055,RUBCN,EE87812,HETD
29056,RUBCNL,EE87812,GAIN
29057,RUFY1,EE87812,HETD
29058,RUFY2,EE87812,GAIN
29059,RUFY3,EE87812,GAIN
29060,RUFY4,EE87812,HETD
29061,RUNDC1,EE87812,GAIN
29062,RUNDC3A,EE87812,GAIN
29063,RUNDC3B,EE87812,GAIN
29064,RUNX1,EE87812,GAIN
29065,RUNX1T1,EE87812,GAIN
29066,RUNX2,EE87812,GAIN
29067,RUNX3,EE87812,GAIN
29068,RUSC1,EE87812,GAIN
29069,RUSC2,EE87812,GAIN
29070,RUSF1,EE87812,GAIN
29071,RUVBL1,EE87812,GAIN
29072,RUVBL2,EE87812,GAIN
29073,RWDD1,EE87812,GAIN
29074,RWDD2A,EE87812,GAIN
29075,RWDD2B,EE87812,GAIN
29076,RWDD3,EE87812,GAIN
29077,RWDD4,EE87812,HETD
29078,RXFP1,EE87812,HETD
29079,RXFP2,EE87812,GAIN
29080,RXFP3,EE87812,GAIN
29081,RXFP4,EE87812,GAIN
29082,RXRA,EE87812,GAIN
29083,RXRB,EE87812,GAIN
29084,RXRG,EE87812,HETD
29085,RXYLT1,EE87812,HETD
29086,RYBP,EE87812,GAIN
29087,RYK,EE87812,GAIN
29088,RYR1,EE87812,GAIN
29089,RYR2,EE87812,HETD
29090,S100A1,EE87812,GAIN
29091,S100A10,EE87812,GAIN
29092,S100A11,EE87812,GAIN
29093,S100A12,EE87812,GAIN
29094,S100A14,EE87812,GAIN
29095,S100A16,EE87812,GAIN
29096,S100A2,EE87812,GAIN
29097,S100A3,EE87812,GAIN
29098,S100A4,EE87812,GAIN
29099,S100A5,EE87812,GAIN
29100,S100A6,EE87812,GAIN
29101,S100A7,EE87812,GAIN
29102,S100A7A,EE87812,GAIN
29103,S100A8,EE87812,GAIN
29104,S100A9,EE87812,GAIN
29105,S100B,EE87812,GAIN
29106,S100G,EE87812,GAIN
29107,S100PBP,EE87812,GAIN
29108,S100Z,EE87812,GAIN
29109,S1PR1,EE87812,GAIN
29110,S1PR2,EE87812,GAIN
29111,S1PR3,EE87812,GAIN
29112,S1PR4,EE87812,GAIN
29113,S1PR5,EE87812,GAIN
29114,SAA1,EE87812,GAIN
29115,SAA4,EE87812,GAIN
29116,SAAL1,EE87812,GAIN
29117,SAC3D1,EE87812,GAIN
29118,SACM1L,EE87812,GAIN
29119,SACS,EE87812,GAIN
29120,SAE1,EE87812,GAIN
29121,SAFB,EE87812,GAIN
29122,SAFB2,EE87812,GAIN
29123,SAG,EE87812,HETD
29124,SAGE1,EE87812,HETD
29125,SAGSIN1,EE87812,GAIN
29126,SALL1,EE87812,GAIN
29127,SALL2,EE87812,GAIN
29128,SALL3,EE87812,GAIN
29129,SALL4,EE87812,GAIN
29130,SAMD10,EE87812,HETD
29131,SAMD11,EE87812,HETD
29132,SAMD12,EE87812,GAIN
29133,SAMD14,EE87812,GAIN
29134,SAMD15,EE87812,GAIN
29135,SAMD3,EE87812,GAIN
29136,SAMD4A,EE87812,GAIN
29137,SAMD4B,EE87812,GAIN
29138,SAMD5,EE87812,GAIN
29139,SAMD7,EE87812,HETD
29140,SAMD8,EE87812,GAIN
29141,SAMD9,EE87812,GAIN
29142,SAMD9L,EE87812,GAIN
29143,SAMHD1,EE87812,GAIN
29144,SAMM50,EE87812,GAIN
29145,SAMSN1,EE87812,GAIN
29146,SANBR,EE87812,HETD
29147,SAP130,EE87812,GAIN
29148,SAP18,EE87812,GAIN
29149,SAP25,EE87812,GAIN
29150,SAP30BP,EE87812,GAIN
29151,SAP30L,EE87812,HETD
29152,SAPCD1,EE87812,GAIN
29153,SAPCD2,EE87812,GAIN
29154,SAR1A,EE87812,GAIN
29155,SAR1B,EE87812,GAIN
29156,SARAF,EE87812,GAIN
29157,SARDH,EE87812,GAIN
29158,SARM1,EE87812,GAIN
29159,SARNP,EE87812,GAIN
29160,SARS1,EE87812,GAIN
29161,SARS2,EE87812,GAIN
29162,SART1,EE87812,GAIN
29163,SART3,EE87812,GAIN
29164,SASH1,EE87812,GAIN
29165,SASH3,EE87812,GAIN
29166,SASS6,EE87812,GAIN
29167,SAT1,EE87812,GAIN
29168,SAT2,EE87812,GAIN
29169,SATB2,EE87812,HETD
29170,SAV1,EE87812,GAIN
29171,SAXO1,EE87812,GAIN
29172,SAXO2,EE87812,GAIN
29173,SAYSD1,EE87812,GAIN
29174,SBDS,EE87812,GAIN
29175,SBF1,EE87812,GAIN
29176,SBF2,EE87812,GAIN
29177,SBK1,EE87812,GAIN
29178,SBK2,EE87812,GAIN
29179,SBK3,EE87812,GAIN
29180,SBNO1,EE87812,GAIN
29181,SBNO2,EE87812,GAIN
29182,SBSN,EE87812,GAIN
29183,SBSPON,EE87812,GAIN
29184,SC5D,EE87812,GAIN
29185,SCAF1,EE87812,HETD
29186,SCAF11,EE87812,GAIN
29187,SCAF4,EE87812,GAIN
29188,SCAF8,EE87812,HETD
29189,SCAI,EE87812,GAIN
29190,SCAMP1,EE87812,GAIN
29191,SCAMP3,EE87812,GAIN
29192,SCAMP4,EE87812,GAIN
29193,SCAMP5,EE87812,GAIN
29194,SCAND1,EE87812,GAIN
29195,SCAP,EE87812,GAIN
29196,SCAPER,EE87812,GAIN
29197,SCARA3,EE87812,GAIN
29198,SCARA5,EE87812,GAIN
29199,SCARB1,EE87812,GAIN
29200,SCARB2,EE87812,GAIN
29201,SCARF1,EE87812,GAIN
29202,SCARF2,EE87812,GAIN
29203,SCART1,EE87812,GAIN
29204,SCCPDH,EE87812,HETD
29205,SCD,EE87812,GAIN
29206,SCD5,EE87812,GAIN
29207,SCEL,EE87812,GAIN
29208,SCFD1,EE87812,GAIN
29209,SCFD2,EE87812,GAIN
29210,SCG2,EE87812,HETD
29211,SCG3,EE87812,GAIN
29212,SCG5,EE87812,GAIN
29213,SCGB1A1,EE87812,HETD
29214,SCGB1C1,EE87812,HETD
29215,SCGB1D1,EE87812,HETD
29216,SCGB1D2,EE87812,HETD
29217,SCGB1D4,EE87812,HETD
29218,SCGB2A1,EE87812,HETD
29219,SCGB2A2,EE87812,HETD
29220,SCGB2B2,EE87812,GAIN
29221,SCGB3A1,EE87812,HETD
29222,SCGB3A2,EE87812,GAIN
29223,SCGN,EE87812,GAIN
29224,SCHIP1,EE87812,HETD
29225,SCIMP,EE87812,GAIN
29226,SCIN,EE87812,GAIN
29227,SCLT1,EE87812,GAIN
