2073065 165
2073065 -165
2065075 166
2065075 -166
1960026 167
1960026 -167
1923254 164
1923254 -164
1811900 168
1811900 -168
1709073 163
1709073 -163
1658065 169
1658065 -169
1551359 162
1551359 -162
1498009 170
1498009 -170
1469871 161
1469871 -161
1410417 160
1410417 -160
1351998 171
1351998 -171
1325778 159
1325778 -159
1234033 172
1234033 -172
1218288 158
1218288 -158
1151400 173
1151400 -173
1115788 157
1115788 -157
1086115 174
1086115 -174
1030810 156
1030810 -156
1028698 175
1028698 -175
1017297 152
1017297 -152
1010261 153
1010261 -153
 981562 155
 981562 -155
 974178 154
 974178 -154
 968793 151
 968793 -151
 957113 176
 957113 -176
 911655 150
 911655 -150
 874605 177
 874605 -177
 859284 149
 859284 -149
 808196 148
 808196 -148
 805242 142
 805242 -142
 793745 143
 793745 -143
 790529 144
 790529 -144
 788536 145
 788536 -145
 788045 178
 788045 -178
 779155 141
 779155 -141
 774236 147
 774236 -147
 771757 146
 771757 -146
 702409 179
 702409 -179
 690495 140
 690495 -140
 624037 180
 624037 -180
 575495 139
 575495 -139
 554419 181
 554419 -181
 497591 182
 497591 -182
 475807 134
 475807 -134
 468118 138
 468118 -138
 452196 183
 452196 -183
 447462 133
 447462 -133
 424859 135
 424859 -135
 416996 184
 416996 -184
 395816 137
 395816 -137
 389571 185
 389571 -185
 378467 136
 378467 -136
 365286 186
 365286 -186
 356208 132
 356208 -132
 342339 187
 342339 -187
 320436 188
 320436 -188
 297544 189
 297544 -189
 269290 190
 269290 -190
 263410 131
 263410 -131
 244781 191
 244781 -191
 221258 192
 221258 -192
 202493 193
 202493 -193
 200009 130
 200009 -130
 185474 194
 185474 -194
 178955 123
 178955 -123
 177915 122
 177915 -122
 171865 195
 171865 -195
 160832 129
 160832 -129
 160454 196
 160454 -196
 152306 197
 152306 -197
 145478 124
 145478 -124
 144591 198
 144591 -198
 143889 121
 143889 -121
 138272 128
 138272 -128
 136374 199
 136374 -199
 127358 200
 127358 -200
 122258 127
 122258 -127
 119427 201
 119427 -201
 115633 125
 115633 -125
 110842 126
 110842 -126
 109271 202
 109271 -202
 105163 120
 105163 -120
  99763 203
  99763 -203
  92639 204
  92639 -204
  85639 205
  85639 -205
  80998 119
  80998 -119
  79232 206
  79232 -206
  74372 207
  74372 -207
  70170 208
  70170 -208
  68063 118
  68063 -118
  66338 209
  66338 -209
  62337 210
  62337 -210
  60546 117
  60546 -117
  57814 211
  57814 -211
  54540 112
  54540 -112
  53656 212
  53656 -212
  53309 116
  53309 -116
  52704 111
  52704 -111
  50065 113
  50065 -113
  49179 213
  49179 -213
  47947 115
  47947 -115
  46760 114
  46760 -114
  44937 214
  44937 -214
  44475 110
  44475 -110
  41317 215
  41317 -215
  38090 216
  38090 -216
  35661 109
  35661 -109
  35551 217
  35551 -217
  33197 218
  33197 -218
  31447 219
  31447 -219
  29851 108
  29851 -108
  29747 220
  29747 -220
  27769 221
  27769 -221
  26225 222
  26225 -222
  25991 107
  25991 -107
  23771 223
  23771 -223
  22720 106
  22720 -106
  21673 224
  21673 -224
  21084 103
  21084 -103
  21073 105
  21073 -105
  21002 104
  21002 -104
  20444 225
  20444 -225
  20384 102
  20384 -102
  18830 101
  18830 -101
  18549 226
  18549 -226
  17364 227
  17364 -227
  16608 100
  16608 -100
  16552 228
  16552 -228
  15821 229
  15821 -229
  15408 230
  15408 -230
  14512 231
  14512 -231
  13875 99
  13875 -99
  13774 232
  13774 -232
  13034 233
  13034 -233
  11844 234
  11844 -234
  10666 235
  10666 -235
  10180 236
  10180 -236
   8696 237
   8696 -237
   8168 238
   8168 -238
   8013 239
   8013 -239
   1560 98
   1560 -98
   1469 97
   1469 -97
   1453 96
   1453 -96
   1379 95
   1379 -95
   1284 94
   1284 -94
   1118 93
   1118 -93
   1079 92
   1079 -92
   1009 90
   1009 -90
   1002 91
   1002 -91
    970 89
    970 -89
    734 88
    734 -88
    697 87
    697 -87
    291 86
    291 -86
    257 85
    257 -85
    181 84
    181 -84
    160 83
    160 -83
