sample,region-set,Dip_area,Dip_depth
EE87846,SAEC_hg38,1.11,-1.77
EE88157,prostate_cluster2483_hg38,0.59,-0.51
EE88157,hepatocyte_all_hg38,0.69,-1.36
EE88157,colon_cluster507_hg38,0.45,-0.81
EE88157,A549_hg38,0.72,-0.51
EE88157,panc_epithel_cluster1974_hg38,0.2,-1.43
EE88157,HPF_lung_fibroblast_cluster1737_hg38,1.83,-1.49
EE88157,melano_SOX_clusters1863_2205_hg38,0.45,-1.29
EE88157,HeLa_cluster1777_hg38,1.19,-1.22
EE88157,panc_adenoca_cluster1261_hg38,0.67,-0.26
EE88157,mammary_epithel_cluster2438_hg38,0.29,-0.75
EE88157,hematopoietic_specific_liquorice_hg38,-1.07,0.9
EE88157,skeletal_muscle_cluster1518_hg38,-0.16,-0.28
EE88157,SAEC_hg38,0.67,-0.56
EE88285,prostate_cluster2483_hg38,-1.71,-0.55
EE88285,hepatocyte_all_hg38,0.4,0.11
EE88285,colon_cluster507_hg38,-0.95,-0.67
EE88285,A549_hg38,0.53,-1.33
EE88285,panc_epithel_cluster1974_hg38,-0.2,0.97
EE88285,HPF_lung_fibroblast_cluster1737_hg38,-0.24,1.24
EE88285,melano_SOX_clusters1863_2205_hg38,-0.86,0.21
EE88285,HeLa_cluster1777_hg38,0.89,-0.95
EE88285,panc_adenoca_cluster1261_hg38,-2.22,0.32
EE88285,mammary_epithel_cluster2438_hg38,0.05,0.15
EE88285,hematopoietic_specific_liquorice_hg38,0.66,-0.6
EE88285,skeletal_muscle_cluster1518_hg38,0.15,0.91
EE88285,SAEC_hg38,-1.03,0.06
EE88036,prostate_cluster2483_hg38,1.13,0.15
EE88036,hepatocyte_all_hg38,-0.59,0.26
EE88036,colon_cluster507_hg38,0.15,-0.38
EE88036,A549_hg38,-0.28,0.49
EE88036,panc_epithel_cluster1974_hg38,-0.23,2.38
EE88036,HPF_lung_fibroblast_cluster1737_hg38,0.09,0.57
EE88036,melano_SOX_clusters1863_2205_hg38,-0.89,0.62
EE88036,HeLa_cluster1777_hg38,-0.99,2.75
EE88036,panc_adenoca_cluster1261_hg38,1.52,2.63
EE88036,mammary_epithel_cluster2438_hg38,0.33,1.29
EE88036,hematopoietic_specific_liquorice_hg38,-0.04,-0.28
EE88036,skeletal_muscle_cluster1518_hg38,-0.53,1.88
EE88036,SAEC_hg38,-3.43,0.55
EE87858,prostate_cluster2483_hg38,-0.04,0.17
EE87858,hepatocyte_all_hg38,0.93,-0.8
EE87858,colon_cluster507_hg38,2.2,-1.19
EE87858,A549_hg38,-0.03,-1.95
EE87858,panc_epithel_cluster1974_hg38,0.56,-3.21
EE87858,HPF_lung_fibroblast_cluster1737_hg38,-0.99,-2.44
EE87858,melano_SOX_clusters1863_2205_hg38,0.18,-2.33
EE87858,HeLa_cluster1777_hg38,1.5,-5.14
EE87858,panc_adenoca_cluster1261_hg38,0.52,1.2
EE87858,mammary_epithel_cluster2438_hg38,0.89,-2.22
EE87858,hematopoietic_specific_liquorice_hg38,3.14,-11.29
EE87858,skeletal_muscle_cluster1518_hg38,0.99,-1.86
EE87858,SAEC_hg38,0.06,-1.09
EE88018,prostate_cluster2483_hg38,-0.11,0.35
EE88018,hepatocyte_all_hg38,-0.38,0.74
EE88018,colon_cluster507_hg38,0.64,-0.7
EE88018,A549_hg38,-1.27,-0.25
EE88018,panc_epithel_cluster1974_hg38,-0.47,-0.82
EE88018,HPF_lung_fibroblast_cluster1737_hg38,-0.34,-0.05
EE88018,melano_SOX_clusters1863_2205_hg38,-0.36,-0.33
EE88018,HeLa_cluster1777_hg38,-0.74,-1.02
EE88018,panc_adenoca_cluster1261_hg38,-0.96,-0.37
EE88018,mammary_epithel_cluster2438_hg38,-1.14,1.69
EE88018,hematopoietic_specific_liquorice_hg38,0.88,-0.24
EE88018,skeletal_muscle_cluster1518_hg38,-1.24,1.48
EE88018,SAEC_hg38,0.09,0.37
EE88020,prostate_cluster2483_hg38,0.19,-1.01
EE88020,hepatocyte_all_hg38,0.35,-1.09
EE88020,colon_cluster507_hg38,0.23,-0.86
EE88020,A549_hg38,-1.72,0.98
EE88020,panc_epithel_cluster1974_hg38,-0.65,0.2
EE88020,HPF_lung_fibroblast_cluster1737_hg38,1.28,-0.75
EE88020,melano_SOX_clusters1863_2205_hg38,-1.04,0.35
EE88020,HeLa_cluster1777_hg38,2.29,0.13
EE88020,panc_adenoca_cluster1261_hg38,-0.01,0.3
EE88020,mammary_epithel_cluster2438_hg38,-0.52,-0.58
EE88020,hematopoietic_specific_liquorice_hg38,0.37,0.39
EE88020,skeletal_muscle_cluster1518_hg38,-2.49,0.84
EE88020,SAEC_hg38,-0.23,-2.32
EE87921,prostate_cluster2483_hg38,0.47,-0.54
EE87921,hepatocyte_all_hg38,2.48,-1.19
EE87921,colon_cluster507_hg38,2.22,0.85
EE87921,A549_hg38,0.06,0.11
EE87921,panc_epithel_cluster1974_hg38,0.94,-0.54
EE87921,HPF_lung_fibroblast_cluster1737_hg38,-0.41,0.51
EE87921,melano_SOX_clusters1863_2205_hg38,-0.44,0
EE87921,HeLa_cluster1777_hg38,0.89,0.25
EE87921,panc_adenoca_cluster1261_hg38,-0.43,0.41
EE87921,mammary_epithel_cluster2438_hg38,1.22,0.41
EE87921,hematopoietic_specific_liquorice_hg38,1.71,0.39
EE87921,skeletal_muscle_cluster1518_hg38,-1.04,0.63
EE87921,SAEC_hg38,-0.99,1.41
EE87811,prostate_cluster2483_hg38,-1.69,-0.84
EE87811,hepatocyte_all_hg38,-0.22,1.32
EE87811,colon_cluster507_hg38,0.91,-1.89
EE87811,A549_hg38,-0.3,0.44
EE87811,panc_epithel_cluster1974_hg38,1.14,-1.24
EE87811,HPF_lung_fibroblast_cluster1737_hg38,1.73,-2.34
EE87811,melano_SOX_clusters1863_2205_hg38,-1.66,-0.29
EE87811,HeLa_cluster1777_hg38,1.16,-0.75
EE87811,panc_adenoca_cluster1261_hg38,-0.34,1.37
EE87811,mammary_epithel_cluster2438_hg38,-3.16,0.27
EE87811,hematopoietic_specific_liquorice_hg38,0.56,-0.19
EE87811,skeletal_muscle_cluster1518_hg38,0.79,-1.96
EE87811,SAEC_hg38,-0.33,-0.52
EE87827,prostate_cluster2483_hg38,-0.67,-0.44
EE87827,hepatocyte_all_hg38,-0.05,0.08
EE87827,colon_cluster507_hg38,-0.59,-0.24
EE87827,A549_hg38,-0.92,0.04
EE87827,panc_epithel_cluster1974_hg38,0.21,-0.51
EE87827,HPF_lung_fibroblast_cluster1737_hg38,0.7,-1.31
EE87827,melano_SOX_clusters1863_2205_hg38,0.75,-0.96
EE87827,HeLa_cluster1777_hg38,-0.81,-0.3
EE87827,panc_adenoca_cluster1261_hg38,0.54,0.77
EE87827,mammary_epithel_cluster2438_hg38,-0.04,0.25
EE87827,hematopoietic_specific_liquorice_hg38,-1.83,0.75
EE87827,skeletal_muscle_cluster1518_hg38,-0.5,-0.83
EE87827,SAEC_hg38,-1.79,-0.88
EE88089,prostate_cluster2483_hg38,-0.77,0.76
EE88089,hepatocyte_all_hg38,0.41,0.05
EE88089,colon_cluster507_hg38,-0.78,0.2
EE88089,A549_hg38,-0.46,0.41
EE88089,panc_epithel_cluster1974_hg38,-0.66,0.34
EE88089,HPF_lung_fibroblast_cluster1737_hg38,-0.78,0.46
EE88089,melano_SOX_clusters1863_2205_hg38,-0.06,0.43
EE88089,HeLa_cluster1777_hg38,-0.39,-0.32
EE88089,panc_adenoca_cluster1261_hg38,-0.19,0.22
EE88089,mammary_epithel_cluster2438_hg38,-0.28,0.39
EE88089,hematopoietic_specific_liquorice_hg38,-0.23,1.03
EE88089,skeletal_muscle_cluster1518_hg38,0.85,0.91
EE88089,SAEC_hg38,0.5,-0.51
EE88299,prostate_cluster2483_hg38,-1.42,-1.17
EE88299,hepatocyte_all_hg38,-1.68,-1.01
EE88299,colon_cluster507_hg38,-1.06,0.13
EE88299,A549_hg38,-3.12,1.63
EE88299,panc_epithel_cluster1974_hg38,-0.16,-2.65
EE88299,HPF_lung_fibroblast_cluster1737_hg38,-0.16,-3.25
EE88299,melano_SOX_clusters1863_2205_hg38,-1.29,-2.6
EE88299,HeLa_cluster1777_hg38,1.81,-3.56
EE88299,panc_adenoca_cluster1261_hg38,-2.23,-1.48
EE88299,mammary_epithel_cluster2438_hg38,1.44,-2.44
EE88299,hematopoietic_specific_liquorice_hg38,1.15,-1.87
EE88299,skeletal_muscle_cluster1518_hg38,-0.67,-3.55
EE88299,SAEC_hg38,-0.72,-1.61
EE88169,prostate_cluster2483_hg38,0.39,0.58
EE88169,hepatocyte_all_hg38,-0.36,0.04
EE88169,colon_cluster507_hg38,-1.63,0.57
EE88169,A549_hg38,0.09,-0.81
EE88169,panc_epithel_cluster1974_hg38,-0.15,1.08
EE88169,HPF_lung_fibroblast_cluster1737_hg38,0.2,0.36
EE88169,melano_SOX_clusters1863_2205_hg38,-0.21,-1.03
EE88169,HeLa_cluster1777_hg38,0.55,0.07
EE88169,panc_adenoca_cluster1261_hg38,0.75,-3.06
EE88169,mammary_epithel_cluster2438_hg38,1.62,-0.85
EE88169,hematopoietic_specific_liquorice_hg38,-0.01,1.19
EE88169,skeletal_muscle_cluster1518_hg38,-0.79,-1.39
EE88169,SAEC_hg38,-0.64,1.31
EE88217,prostate_cluster2483_hg38,-0.79,2.67
EE88217,hepatocyte_all_hg38,0.84,-0.68
EE88217,colon_cluster507_hg38,-2.07,3.62
EE88217,A549_hg38,-2.35,1.61
EE88217,panc_epithel_cluster1974_hg38,-4.48,2.42
EE88217,HPF_lung_fibroblast_cluster1737_hg38,1.95,1.5
EE88217,melano_SOX_clusters1863_2205_hg38,-1.45,2.48
EE88217,HeLa_cluster1777_hg38,-1.29,2.79
EE88217,panc_adenoca_cluster1261_hg38,0.92,-0.72
EE88217,mammary_epithel_cluster2438_hg38,-1.28,1.72
EE88217,hematopoietic_specific_liquorice_hg38,1.52,0.73
EE88217,skeletal_muscle_cluster1518_hg38,0.34,1.2
EE88217,SAEC_hg38,-0.82,3.36
EE88149,prostate_cluster2483_hg38,-0.17,-0.52
EE88149,hepatocyte_all_hg38,0.99,-1.68
EE88149,colon_cluster507_hg38,0.2,-0.44
EE88149,A549_hg38,0.21,-2.25
EE88149,panc_epithel_cluster1974_hg38,1.12,0.22
EE88149,HPF_lung_fibroblast_cluster1737_hg38,1.56,0.04
EE88149,melano_SOX_clusters1863_2205_hg38,-0.63,-0.15
EE88149,HeLa_cluster1777_hg38,-0.73,-0.23
EE88149,panc_adenoca_cluster1261_hg38,0.5,2.69
EE88149,mammary_epithel_cluster2438_hg38,1.41,-1.31
EE88149,hematopoietic_specific_liquorice_hg38,-0.04,0.09
EE88149,skeletal_muscle_cluster1518_hg38,0.82,1.06
EE88149,SAEC_hg38,0.91,-0.86
EE88219,prostate_cluster2483_hg38,-2.27,-0.23
EE88219,hepatocyte_all_hg38,-1.61,-0.35
EE88219,colon_cluster507_hg38,-1.37,2.69
EE88219,A549_hg38,-0.61,1.1
EE88219,panc_epithel_cluster1974_hg38,-3.65,1.71
EE88219,HPF_lung_fibroblast_cluster1737_hg38,-1.43,1.08
EE88219,melano_SOX_clusters1863_2205_hg38,-1.43,1.21
EE88219,HeLa_cluster1777_hg38,-2.37,0.96
EE88219,panc_adenoca_cluster1261_hg38,-2.3,1.14
EE88219,mammary_epithel_cluster2438_hg38,-2.99,2.23
EE88219,hematopoietic_specific_liquorice_hg38,1.94,-0.22
EE88219,skeletal_muscle_cluster1518_hg38,1.25,-0.51
EE88219,SAEC_hg38,-2.77,4.34
EE87990,prostate_cluster2483_hg38,-0.25,-1.07
EE87990,hepatocyte_all_hg38,-0.33,-0.1
EE87990,colon_cluster507_hg38,-0.05,0.37
EE87990,A549_hg38,-0.43,-0.27
EE87990,panc_epithel_cluster1974_hg38,-1.03,1.43
EE87990,HPF_lung_fibroblast_cluster1737_hg38,0,0.01
EE87990,melano_SOX_clusters1863_2205_hg38,-0.23,0.65
EE87990,HeLa_cluster1777_hg38,-0.34,1.18
EE87990,panc_adenoca_cluster1261_hg38,1.51,-1.25
EE87990,mammary_epithel_cluster2438_hg38,0.5,0.14
EE87990,hematopoietic_specific_liquorice_hg38,-0.25,0.7
EE87990,skeletal_muscle_cluster1518_hg38,0.75,0.6
EE87990,SAEC_hg38,0.13,-1.16
EE87840,prostate_cluster2483_hg38,-0.44,-0.99
EE87840,hepatocyte_all_hg38,0.58,-0.41
EE87840,colon_cluster507_hg38,0.01,-0.85
EE87840,A549_hg38,0.36,1.19
EE87840,panc_epithel_cluster1974_hg38,1.19,0.42
EE87840,HPF_lung_fibroblast_cluster1737_hg38,2.2,0.09
EE87840,melano_SOX_clusters1863_2205_hg38,-0.22,-1.29
EE87840,HeLa_cluster1777_hg38,0.68,-2.08
EE87840,panc_adenoca_cluster1261_hg38,0.97,0.74
EE87840,mammary_epithel_cluster2438_hg38,0.28,0.01
EE87840,hematopoietic_specific_liquorice_hg38,0.43,-0.01
EE87840,skeletal_muscle_cluster1518_hg38,-1.23,-0.19
EE87840,SAEC_hg38,-0.62,-0.16
EE87853,prostate_cluster2483_hg38,1.17,1.04
EE87853,hepatocyte_all_hg38,0.36,-0.71
EE87853,colon_cluster507_hg38,0.97,-1.75
EE87853,A549_hg38,0.49,-0.39
EE87853,panc_epithel_cluster1974_hg38,0.75,-0.59
EE87853,HPF_lung_fibroblast_cluster1737_hg38,1.18,0.39
EE87853,melano_SOX_clusters1863_2205_hg38,1.48,-0.57
EE87853,HeLa_cluster1777_hg38,0.18,0.99
EE87853,panc_adenoca_cluster1261_hg38,1.19,0.87
EE87853,mammary_epithel_cluster2438_hg38,1.7,-1.06
EE87853,hematopoietic_specific_liquorice_hg38,-0.4,1.17
EE87853,skeletal_muscle_cluster1518_hg38,1.29,-1.15
EE87853,SAEC_hg38,0.02,-1.79
EE88167,prostate_cluster2483_hg38,0.69,-0.62
EE88167,hepatocyte_all_hg38,0.15,-0.5
EE88167,colon_cluster507_hg38,1.67,-0.37
EE88167,A549_hg38,-0.01,0.28
EE88167,panc_epithel_cluster1974_hg38,-0.37,-0.17
EE88167,HPF_lung_fibroblast_cluster1737_hg38,0.37,-0.43
EE88167,melano_SOX_clusters1863_2205_hg38,0.45,-0.38
EE88167,HeLa_cluster1777_hg38,-0.28,0.35
EE88167,panc_adenoca_cluster1261_hg38,-0.47,-1.07
EE88167,mammary_epithel_cluster2438_hg38,-0.4,-0.01
EE88167,hematopoietic_specific_liquorice_hg38,-1.47,0.48
EE88167,skeletal_muscle_cluster1518_hg38,-0.35,-0.97
EE88167,SAEC_hg38,-0.37,0.91
EE88106,prostate_cluster2483_hg38,2.4,0.48
EE88106,hepatocyte_all_hg38,0.63,-0.05
EE88106,colon_cluster507_hg38,-0.23,0.33
EE88106,A549_hg38,1.03,-0.96
EE88106,panc_epithel_cluster1974_hg38,-1.03,2.3
EE88106,HPF_lung_fibroblast_cluster1737_hg38,0,1.53
EE88106,melano_SOX_clusters1863_2205_hg38,0.85,-0.37
EE88106,HeLa_cluster1777_hg38,-0.05,0.33
EE88106,panc_adenoca_cluster1261_hg38,-0.84,-0.43
EE88106,mammary_epithel_cluster2438_hg38,-0.31,-0.38
EE88106,hematopoietic_specific_liquorice_hg38,0.51,-0.76
EE88106,skeletal_muscle_cluster1518_hg38,0.1,0.24
EE88106,SAEC_hg38,0.06,-0.77
EE88148,prostate_cluster2483_hg38,0.19,-0.73
EE88148,hepatocyte_all_hg38,0.77,-0.73
EE88148,colon_cluster507_hg38,-1.47,-0.78
EE88148,A549_hg38,0.15,-0.37
EE88148,panc_epithel_cluster1974_hg38,-0.45,0.45
EE88148,HPF_lung_fibroblast_cluster1737_hg38,1.07,-0.21
EE88148,melano_SOX_clusters1863_2205_hg38,0.03,0.58
EE88148,HeLa_cluster1777_hg38,2.13,-0.35
EE88148,panc_adenoca_cluster1261_hg38,-1.3,0.73
EE88148,mammary_epithel_cluster2438_hg38,0.16,-0.35
EE88148,hematopoietic_specific_liquorice_hg38,1.41,0.28
EE88148,skeletal_muscle_cluster1518_hg38,2.6,-1.81
EE88148,SAEC_hg38,-0.93,0.23
EE88278,prostate_cluster2483_hg38,-1.46,-0.16
EE88278,hepatocyte_all_hg38,-4.28,1.82
EE88278,colon_cluster507_hg38,-1.39,1.55
EE88278,A549_hg38,-0.75,-1.25
EE88278,panc_epithel_cluster1974_hg38,-1.52,0.83
EE88278,HPF_lung_fibroblast_cluster1737_hg38,0.17,-1.08
EE88278,melano_SOX_clusters1863_2205_hg38,-2.5,1.97
EE88278,HeLa_cluster1777_hg38,0.68,-0.56
EE88278,panc_adenoca_cluster1261_hg38,1.5,0.67
EE88278,mammary_epithel_cluster2438_hg38,0.86,-0.41
EE88278,hematopoietic_specific_liquorice_hg38,-0.35,-1.95
EE88278,skeletal_muscle_cluster1518_hg38,-0.62,-0.87
EE88278,SAEC_hg38,-2.61,-0.83
EE87852,prostate_cluster2483_hg38,-0.68,-1.11
EE87852,hepatocyte_all_hg38,1.29,-0.72
EE87852,colon_cluster507_hg38,0.03,-0.8
EE87852,A549_hg38,-0.79,-0.54
EE87852,panc_epithel_cluster1974_hg38,0.15,-0.32
EE87852,HPF_lung_fibroblast_cluster1737_hg38,0.2,0.57
EE87852,melano_SOX_clusters1863_2205_hg38,-0.38,0.08
EE87852,HeLa_cluster1777_hg38,0.02,0.16
EE87852,panc_adenoca_cluster1261_hg38,-0.15,0.2
EE87852,mammary_epithel_cluster2438_hg38,1.44,0.99
EE87852,hematopoietic_specific_liquorice_hg38,0.39,0.66
EE87852,skeletal_muscle_cluster1518_hg38,-0.02,-0.88
EE87852,SAEC_hg38,2.22,-0.98
EE88006,prostate_cluster2483_hg38,0.39,1.22
EE88006,hepatocyte_all_hg38,0.4,0.13
EE88006,colon_cluster507_hg38,0.36,-0.31
EE88006,A549_hg38,1.32,-0.43
EE88006,panc_epithel_cluster1974_hg38,2.39,-1.03
EE88006,HPF_lung_fibroblast_cluster1737_hg38,-2.36,-0.09
EE88006,melano_SOX_clusters1863_2205_hg38,-0.06,1.41
EE88006,HeLa_cluster1777_hg38,-0.51,0.49
EE88006,panc_adenoca_cluster1261_hg38,0.28,1.67
EE88006,mammary_epithel_cluster2438_hg38,0.45,0.32
EE88006,hematopoietic_specific_liquorice_hg38,0.22,0.24
EE88006,skeletal_muscle_cluster1518_hg38,-0.11,0.63
EE88006,SAEC_hg38,-0.31,-1.9
EE87950,prostate_cluster2483_hg38,1.51,-1.23
EE87950,hepatocyte_all_hg38,1.94,-1.45
EE87950,colon_cluster507_hg38,0.08,0.76
EE87950,A549_hg38,1.09,-2.01
EE87950,panc_epithel_cluster1974_hg38,2.2,-0.53
EE87950,HPF_lung_fibroblast_cluster1737_hg38,2.19,-0.54
EE87950,melano_SOX_clusters1863_2205_hg38,-0.06,-0.61
EE87950,HeLa_cluster1777_hg38,0.98,-0.69
EE87950,panc_adenoca_cluster1261_hg38,-0.51,1.07
EE87950,mammary_epithel_cluster2438_hg38,3.01,-0.51
EE87950,hematopoietic_specific_liquorice_hg38,-1.45,0.04
EE87950,skeletal_muscle_cluster1518_hg38,2,0.28
EE87950,SAEC_hg38,1.88,-2.39
EE88017,prostate_cluster2483_hg38,1.08,-1.36
EE88017,hepatocyte_all_hg38,1.72,-0.36
EE88017,colon_cluster507_hg38,1.79,-0.59
EE88017,A549_hg38,2.15,-0.46
EE88017,panc_epithel_cluster1974_hg38,0.2,-0.96
EE88017,HPF_lung_fibroblast_cluster1737_hg38,-0.55,-0.28
EE88017,melano_SOX_clusters1863_2205_hg38,-2.15,-0.05
EE88017,HeLa_cluster1777_hg38,0.5,-0.57
EE88017,panc_adenoca_cluster1261_hg38,-0.41,1.58
EE88017,mammary_epithel_cluster2438_hg38,0.07,0.16
EE88017,hematopoietic_specific_liquorice_hg38,0.35,-0.17
EE88017,skeletal_muscle_cluster1518_hg38,1.08,-0.3
EE88017,SAEC_hg38,0.84,-0.09
EE87828,prostate_cluster2483_hg38,-0.16,0.27
EE87828,hepatocyte_all_hg38,-0.88,-0.14
EE87828,colon_cluster507_hg38,-0.25,0.09
EE87828,A549_hg38,0.28,-1.48
EE87828,panc_epithel_cluster1974_hg38,1.16,-0.76
EE87828,HPF_lung_fibroblast_cluster1737_hg38,0.66,-0.32
EE87828,melano_SOX_clusters1863_2205_hg38,-0.22,0.66
EE87828,HeLa_cluster1777_hg38,2.21,-0.42
EE87828,panc_adenoca_cluster1261_hg38,-0.56,-0.85
EE87828,mammary_epithel_cluster2438_hg38,-0.21,-1.54
EE87828,hematopoietic_specific_liquorice_hg38,0.91,-0.86
EE87828,skeletal_muscle_cluster1518_hg38,-0.47,-1.41
EE87828,SAEC_hg38,-0.01,1.09
EE88062,prostate_cluster2483_hg38,-1.67,0.23
EE88062,hepatocyte_all_hg38,-0.35,0.72
EE88062,colon_cluster507_hg38,0.1,-1.5
EE88062,A549_hg38,-0.96,-0.78
EE88062,panc_epithel_cluster1974_hg38,0.02,-0.46
EE88062,HPF_lung_fibroblast_cluster1737_hg38,0.96,-0.44
EE88062,melano_SOX_clusters1863_2205_hg38,-0.5,-0.61
EE88062,HeLa_cluster1777_hg38,-0.74,-1.06
EE88062,panc_adenoca_cluster1261_hg38,-0.41,1.01
EE88062,mammary_epithel_cluster2438_hg38,-2.29,0.59
EE88062,hematopoietic_specific_liquorice_hg38,0.52,-1.31
EE88062,skeletal_muscle_cluster1518_hg38,-0.38,-0.9
EE88062,SAEC_hg38,-0.98,2.77
EE87803,prostate_cluster2483_hg38,-0.28,-3.43
EE87803,hepatocyte_all_hg38,0.4,-0.52
EE87803,colon_cluster507_hg38,-0.59,-0.89
EE87803,A549_hg38,-0.86,-0.3
EE87803,panc_epithel_cluster1974_hg38,1.68,-0.03
EE87803,HPF_lung_fibroblast_cluster1737_hg38,0.05,0.98
EE87803,melano_SOX_clusters1863_2205_hg38,-0.38,1.73
EE87803,HeLa_cluster1777_hg38,1.45,-0.55
EE87803,panc_adenoca_cluster1261_hg38,1.36,-1.99
EE87803,mammary_epithel_cluster2438_hg38,0.54,-1.41
EE87803,hematopoietic_specific_liquorice_hg38,-0.15,1.32
EE87803,skeletal_muscle_cluster1518_hg38,0.4,-2.25
EE87803,SAEC_hg38,-0.12,-0.74
EE88074,prostate_cluster2483_hg38,-0.2,-0.24
EE88074,hepatocyte_all_hg38,-0.45,-0.12
EE88074,colon_cluster507_hg38,-0.52,-0.53
EE88074,A549_hg38,-0.07,-1.3
EE88074,panc_epithel_cluster1974_hg38,1.19,0.27
EE88074,HPF_lung_fibroblast_cluster1737_hg38,0.75,0.08
EE88074,melano_SOX_clusters1863_2205_hg38,-1.32,-0.31
EE88074,HeLa_cluster1777_hg38,-0.14,1.53
EE88074,panc_adenoca_cluster1261_hg38,1.71,-1.41
EE88074,mammary_epithel_cluster2438_hg38,-0.81,-0.38
EE88074,hematopoietic_specific_liquorice_hg38,0.31,-0.59
EE88074,skeletal_muscle_cluster1518_hg38,-3.23,0.08
EE88074,SAEC_hg38,-0.28,1.02
EE88138,prostate_cluster2483_hg38,-0.34,-0.29
EE88138,hepatocyte_all_hg38,0.4,-0.71
EE88138,colon_cluster507_hg38,-1.14,0.13
EE88138,A549_hg38,0.99,-0.15
EE88138,panc_epithel_cluster1974_hg38,-0.58,-0.3
EE88138,HPF_lung_fibroblast_cluster1737_hg38,-0.23,0.54
EE88138,melano_SOX_clusters1863_2205_hg38,-1.07,-0.18
EE88138,HeLa_cluster1777_hg38,1.11,-0.58
EE88138,panc_adenoca_cluster1261_hg38,0.7,-1.12
EE88138,mammary_epithel_cluster2438_hg38,-1.61,0.21
EE88138,hematopoietic_specific_liquorice_hg38,0.38,-0.21
EE88138,skeletal_muscle_cluster1518_hg38,0.15,-0.1
EE88138,SAEC_hg38,0.71,-2.13
EE87923,prostate_cluster2483_hg38,-2.45,-0.13
EE87923,hepatocyte_all_hg38,0.92,0.5
EE87923,colon_cluster507_hg38,0.23,-0.37
EE87923,A549_hg38,-0.96,0.26
EE87923,panc_epithel_cluster1974_hg38,0.34,0.92
EE87923,HPF_lung_fibroblast_cluster1737_hg38,-0.59,1.18
EE87923,melano_SOX_clusters1863_2205_hg38,0.97,-0.25
EE87923,HeLa_cluster1777_hg38,-1.13,0.49
EE87923,panc_adenoca_cluster1261_hg38,1.89,-1.48
EE87923,mammary_epithel_cluster2438_hg38,1.86,1.33
EE87923,hematopoietic_specific_liquorice_hg38,0.28,-0.01
EE87923,skeletal_muscle_cluster1518_hg38,0.67,-0.56
EE87923,SAEC_hg38,1.74,-0.21
EE88190,prostate_cluster2483_hg38,2.04,-0.41
EE88190,hepatocyte_all_hg38,0.45,0.32
EE88190,colon_cluster507_hg38,0.54,-0.71
EE88190,A549_hg38,0.12,-0.95
EE88190,panc_epithel_cluster1974_hg38,2.49,-0.82
EE88190,HPF_lung_fibroblast_cluster1737_hg38,-0.38,-1.53
EE88190,melano_SOX_clusters1863_2205_hg38,0.95,0.27
EE88190,HeLa_cluster1777_hg38,-0.25,-0.48
EE88190,panc_adenoca_cluster1261_hg38,0.3,-0.26
EE88190,mammary_epithel_cluster2438_hg38,1.74,-0.72
EE88190,hematopoietic_specific_liquorice_hg38,1.14,-1.2
EE88190,skeletal_muscle_cluster1518_hg38,-0.53,1.76
EE88190,SAEC_hg38,0.32,0.37
EE87792,prostate_cluster2483_hg38,0.55,-0.08
EE87792,hepatocyte_all_hg38,0.78,-0.43
EE87792,colon_cluster507_hg38,0.57,-0.91
EE87792,A549_hg38,-1.06,0.6
EE87792,panc_epithel_cluster1974_hg38,1.53,-1.11
EE87792,HPF_lung_fibroblast_cluster1737_hg38,0.45,-0.22
EE87792,melano_SOX_clusters1863_2205_hg38,1.27,0.29
EE87792,HeLa_cluster1777_hg38,1.13,-0.83
EE87792,panc_adenoca_cluster1261_hg38,1.5,0.98
EE87792,mammary_epithel_cluster2438_hg38,1.21,-1.63
EE87792,hematopoietic_specific_liquorice_hg38,0.37,0.11
EE87792,skeletal_muscle_cluster1518_hg38,-1.46,0.21
EE87792,SAEC_hg38,-0.39,1.06
EE88004,prostate_cluster2483_hg38,-0.42,0.92
EE88004,hepatocyte_all_hg38,-1.19,0.75
EE88004,colon_cluster507_hg38,-0.47,0.14
EE88004,A549_hg38,-0.84,1.74
EE88004,panc_epithel_cluster1974_hg38,-1.58,2.23
EE88004,HPF_lung_fibroblast_cluster1737_hg38,-0.65,0.84
EE88004,melano_SOX_clusters1863_2205_hg38,0.54,-0.1
EE88004,HeLa_cluster1777_hg38,-0.69,1.74
EE88004,panc_adenoca_cluster1261_hg38,-1.44,-0.1
EE88004,mammary_epithel_cluster2438_hg38,0.64,0.71
EE88004,hematopoietic_specific_liquorice_hg38,-0.15,0.46
EE88004,skeletal_muscle_cluster1518_hg38,-0.85,0.21
EE88004,SAEC_hg38,0.46,1.47
EE88194,prostate_cluster2483_hg38,0.44,-0.31
EE88194,hepatocyte_all_hg38,-2.5,-0.05
EE88194,colon_cluster507_hg38,-0.27,1.1
EE88194,A549_hg38,0.68,0.62
EE88194,panc_epithel_cluster1974_hg38,0.02,-1.01
EE88194,HPF_lung_fibroblast_cluster1737_hg38,1.91,-0.72
EE88194,melano_SOX_clusters1863_2205_hg38,-2.62,1.85
EE88194,HeLa_cluster1777_hg38,-0.87,-1.02
EE88194,panc_adenoca_cluster1261_hg38,0.65,-0.04
EE88194,mammary_epithel_cluster2438_hg38,-1.03,0.75
EE88194,hematopoietic_specific_liquorice_hg38,1.53,-1.72
EE88194,skeletal_muscle_cluster1518_hg38,-0.89,0.36
EE88194,SAEC_hg38,-1.24,0.8
EE87819,prostate_cluster2483_hg38,-0.25,1.01
